birth_date,email,first_name,gender,last_name,middle_name,phone,postcode,state,street_address,suburb
27/12/1968,robert.petrino@hotmail.com,robert,m,petrino,alfonzo, 02  4641  0236 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,andrew15@gmail.com,andrew,f,lawrence,neil, 07  4571  2362 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,dale22@aol.com,dale,f,jessee,hale, 07  5940  0750 ,4220.0,qld, 238  the  esplanade  burleigh  surf  apartments , burleigh  heads 
Inconsistent,byrd.nancy@hotmail.com,nancy,Inconsistent,byrd,carter, 07  9195  1926 ,4575.0,qld, 227  st  vincents  court  the  groves ,minyama
12/10/1993,tanya19@mail.com.au,tanya,Inconsistent,streeter,taylor, 03  2103  4748 ,3000.0,vic, 469  st  kilda  road  park  central ,melbourne
Inconsistent,hannah.whitfield@mail.com,hannah,f,whitfield,alexandra, 08  8327  8196 ,6149.0,wa, 154  bullcreek  drive  air  force  memorial  est , bull  creek 
Inconsistent,npdstmtrde@gmail.com,henry,m,senak,scott, 03  0174  5212 ,Inconsistent,tas,Inconsistent,Inconsistent
19/10/1980,Invalid,peter,m,keshen-goldberg,lee, 08  7117  0433 ,6030.0,wa, 250  baltimore  parade  karri  lodge ,merriwa
Inconsistent,sherman24@hotmail.com,sandra,f,sherman,ann, 03  3216  2891 ,3085.0,vic, 9  broadford  crescent  southern  cross  age ,macleod
Inconsistent,skehdfoged@yahoo.com,jonathan,f,lheureux,w, 03  3719  2064 ,7307.0,tas, 1  parkers  ford  road  bundarra  park , port  sorell 
30/10/1992,Invalid,ra'shawn,f,cawley,mark, 02  2657  7294 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,kenneth69@gmail.com,kenneth,m,hollifield,quinton, 07  4295  8867 ,4350.0,qld, 258  spring  street  yukana  retirement  village ,toowoomba
Inconsistent,scrahjlbbh@hotmail.com,nancy,f,schilling,marie, 08  9651  5163 ,800.0,nt, 43  cavenagh  street  cavenagh  centre ,darwin
Inconsistent,franzen.fred@hotmail.com,fred,f,franzen,owen, 02  0222  6003 ,2324.0,nsw, 11  morton  street  hillview , raymond  terrace 
Inconsistent,Invalid,catherine,f,kurtz,danielle, 08  1126  0481 ,812.0,nt, 38  kyle  avenue  george  james  house ,leanyer
Inconsistent,curtis.price@gmail.com,curtis,f,price,francisco, 02  9863  5535 ,2576.0,nsw, 7  kangaloon  road  the  majors ,bowral
Inconsistent,joseph.spicer@aol.com,joseph,f,spicer,u, 03  9434  2324 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,ecdshnheck@mail.com,cora,f,coltrane,alice, 07  1134  1123 ,4556.0,qld, 410  tourist  drive  tanawha  terraces ,tanawha
Inconsistent,ondrey.travis@mail.com,travis,Inconsistent,ondrey,roane, 08  0975  8752 ,5211.0,sa,Inconsistent,Inconsistent
Inconsistent,ilsiemikof@mail.com,michael,f,wagner,lee,Invalid,6020.0,wa, 7  harman  road  seacrest  retirement  village ,sorrento
Inconsistent,euniqua.katerakis@mail.com.au,euniqua,f,katerakis,s, 03  3427  0033 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,euniqua.katerakis@mail.com.au,euniqua,f,katerakis,s, 03  3427  0033 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,ljagmrqoaq@mail.com.au,james,f,lockridge,calvin, 02  8918  0007 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,hofler58@mail.com.au,boyd,f,hofler,bernard, 07  6539  0999 ,4311.0,qld, 2866  fernvale  road  forest  hill ,lowood
Inconsistent,Invalid,louise,f,simpson,williams, 02  9534  3566 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,melvin72@yahoo.com,melvin,m,messer,earnest, 03  7644  6063 ,7249.0,tas, 48  waveney  street  ainslie  house , launceston  south 
Inconsistent,john46@mail.com.au,john,f,delancy,lee, 07  0640  6936 ,4421.0,qld, 1  males  drive  gelou  estate ,tara
Inconsistent,john60@yahoo.com,john,m,jones,alan, 03  7550  5540 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,ifsgllodmp@hotmail.com,gary,m,dickerson,paul, 02  0555  7396 ,2540.0,nsw, 12  eldridge  road  hmas  creswell , jervis  bay 
16/10/2004,smith.nathaniel@aol.com,nathaniel,f,smith,francis, 03  4451  2280 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,hatfield.ronald@mail.com,ronald,f,hatfield,lewis, 03  5748  4239 ,3147.0,vic,Inconsistent,Inconsistent
16/11/1989,tracey.gordon@aol.com,gordon,m,tracey,steven, 02  5773  1773 ,2122.0,nsw, 472  blaxland  road  villa  2 ,eastwood
Inconsistent,dplkhrsagn@hotmail.com,linda,f,springle,teran, 08  5812  0770 ,800.0,nt, 152  north  flinders  street  house  3  international  hse ,darwin
Inconsistent,Invalid,burnice,f,patel,donica, 02  0231  8078 ,2261.0,nsw, 81  anne  findlay  place  koah  lodge , bateau  bay 
Inconsistent,Invalid,james,m,buchanan,john, 07  9906  5311 ,4670.0,qld, 58  johnston  street  sugarland  garden ,bundaberg
Inconsistent,dahl.tonya@mail.com.au,tonya,f,dahl,renee, 07  8188  7341 ,4740.0,qld, 9  the  esplanade  halcyon  cotge , ball  bay 
Inconsistent,cteprjqolb@hotmail.com,robert,m,beel,walter, 03  0326  5862 ,3186.0,vic, 7  centre  road  mayflower  home ,brighton
Inconsistent,amanda.rigsbee@aol.com,amanda,f,rigsbee,damare, 02  3273  1776 ,2325.0,nsw, 1  paynes  crossing  road  tarrawonga ,wollombi
15/10/1987,mcelrath48@hotmail.com,ray,m,mcelrath,robert, 03  4639  2936 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,jphfigdnlr@yahoo.com,c,m,reddick,earl, 07  4749  5420 ,Inconsistent,qld,Inconsistent,Inconsistent
22/10/1953,riffe.nancy@hotmail.com,nancy,f,riffe,nichelle, 08  2636  5294 ,5302.0,sa, 12  day  road  section ,lameroo
Inconsistent,Invalid,eugene,f,peele,ray, 03  5887  6937 ,3931.0,vic, 1  moorooduc  road  tabulam  park ,mornington
Inconsistent,peele89@gmail.com,eugene,f,Inconsistent,ray, 03  5887  6937 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,michael65@aol.com,michael,f,mcneill,peter, 08  6365  2040 ,Inconsistent,nt,Inconsistent,Inconsistent
Inconsistent,deaton.robert@aol.com,robert,m,deaton,l, 08  5922  6411 ,810.0,nt, 43  sergison  circuit  north  bank  caravan  park , rapid  creek 
Inconsistent,deaton.robert@aol.com,robert,m,deaton,l, 08  5922  6411 ,4715.0,Inconsistent,Inconsistent,Inconsistent
Inconsistent,terrance8@hotmail.com,terrance,m,williams,lyde, 08  4351  6864 ,Inconsistent,nt,Inconsistent,Inconsistent
Inconsistent,rickey39@mail.com,rickey,f,summers,lamar, 03  4387  2709 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,allen.emmlie@gmail.com,emmlie,f,allen,b, 03  3173  4334 ,3152.0,vic, 355  stud  road  villa  maria  society , wantirna  south 
Inconsistent,billy37@hotmail.com,billy,m,kennedy,theodore, 03  8240  6132 ,Inconsistent,vic,Inconsistent,Inconsistent
24/10/1987,hines.arlene@aol.com,arlene,f,hines,dawn, 07  8581  8617 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,john-nathan11@yahoo.com,john-nathan,f,thomas,v, 08  3872  0840 ,800.0,nt, 21  cavenagh  street  the  metro ,darwin
Inconsistent,fttjschdge@hotmail.com,jacky,m,ray,t, 02  0469  7701 ,2615.0,act, 30  clubbe  crescent  collingrove  court ,macgregor
Inconsistent,fttjschdge@hotmail.com,jacky,m,ray,t, 02  0469  7701 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
26/11/1989,patrick24@gmail.com,patrick,f,buechele,ray, 02  1253  4203 ,2620.0,nsw, 875  urila  street  river  gum ,queanbeyan
Inconsistent,joseph.jones@hotmail.com,joseph,f,jones,daequan, 03  3477  6029 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,joseph.jones@hotmail.com,joseph,f,jones,daequan, 03  3194  7870 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
21/11/1962,deborah.corbett@hotmail.com,deborah,f,corbett,kridler, 02  0402  2937 ,2469.0,nsw, 72  iluka  road  bimbimbi  caravn  park ,woombah
Inconsistent,boylan44@mail.com.au,clinton,Inconsistent,boylan,roger, 02  8613  5276 ,2261.0,nsw, 58  hansens  road  kia  toa , tumbi  umbi 
Inconsistent,bjrdeqqsib@mail.com,robert,f,scott,alan, 08  2608  8143 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,nkgpkhdatr@mail.com,david,f,hutchens,peter, 02  2701  1760 ,2794.0,nsw,Inconsistent,Inconsistent
14/12/2003,tiobkdigdi@mail.com.au,william,Inconsistent,blansett,samuel, 07  9010  9583 ,2787.0,Inconsistent,Inconsistent,Inconsistent
Inconsistent,bolten21@mail.com.au,james,m,bolten,graham, 07  9797  2868 ,4370.0,qld, 532  forestry  road  beulahland ,thane
Inconsistent,terry.millie@gmail.com,millie,f,terry,gill, 03  1870  5345 ,3071.0,vic, 78  pender  street  flt  5 ,thornbury
Inconsistent,kim.paul@mail.com,kim,f,paul,lee, 02  1672  0742 ,2450.0,nsw, 152  sawtell  road  sawtell  vet  hosptl  &  clnc ,boambee
28/12/1953,richardson27@gmail.com,taylor,f,richardson,Inconsistent, 07  9198  9488 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,derek75@aol.com,derek,m,richter,elmore, 07  5992  8354 ,4870.0,qld, 258  lyons  street  mater  dei  retirement  village ,westcourt
Inconsistent,bishop.anderson@mail.com.au,bishop,Inconsistent,anderson,michael, 02  0598  7728 ,2630.0,nsw, 11  mittagang  road  platypus  gds ,cooma
12/10/1971,fox25@aol.com,rebecca,f,Inconsistent,m, 02  7594  5020 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
12/10/1971,fox25@aol.com,rebecca,f,fox,m, 08  3460  5808 ,Inconsistent,nt,Inconsistent,Inconsistent
Inconsistent,lenkiewicz.frank@mail.com.au,frank,m,lenkiewicz,r, 03  1396  0415 ,3220.0,vic, 48  russell  street  flt  2 ,newtown
28/10/1969,galecke.margaret@gmail.com,margaret,f,galecke,m, 02  8893  6445 ,2486.0,nsw, 330  piggabeen  road  cobaki  broadwater  village , tweed  heads  south 
Inconsistent,fhrljfknpf@mail.com.au,craig,f,lowe,scott, 08  4175  6330 ,Inconsistent,nt,Inconsistent,Inconsistent
Inconsistent,gjnjqqoqli@mail.com,debbie,Inconsistent,golding,raynor, 02  4577  0260 ,2486.0,nsw, 308  piggabeen  road  cobaki  bradwater  village , tweed  heads  south 
Inconsistent,michael36@mail.com,michael,f,alston,jerrell, 02  3324  7957 ,2250.0,nsw, 518  maidens  brush  road  henry  kendall  vlge ,wyoming
Inconsistent,calvin55@aol.com,calvin,m,burleson,james, 07  3599  4368 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,laura4@gmail.com,laura,f,seibold,slaughter, 02  4724  4305 ,2800.0,nsw, 70  prince  street  carinya ,orange
Inconsistent,nqlinhddie@gmail.com,bryon,m,fuquay,warren, 08  2202  1768 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,ikksjmmmfm@aol.com,sandra,f,baldi-davis,jean, 03  9355  8082 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,nhgtpbdlim@yahoo.com,larry,f,giles,tynann, 03  2841  9219 ,3175.0,vic, 14  hollydene  court  willow  lodge ,bangholme
Inconsistent,Invalid,peggy,f,hilliard,edwards, 02  8212  3900 ,Inconsistent,nsw,Inconsistent,Inconsistent
23/12/2001,cosme.kenneth@mail.com,kenneth,f,cosme,lane, 02  1253  8856 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,anthony.edwards@hotmail.com,anthony,f,edwards,richard, 03  7971  7053 ,3104.0,vic, 11  nicholson  street  flt  2 , balwyn  north 
27/12/1966,boydston.courtney@hotmail.com,courtney,f,boydston,michelle, 02  9835  8844 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,marilyn.correll@yahoo.com,marilyn,f,correll,blankenship, 02  2706  9683 ,2454.0,nsw, 637  gordonville  road  canema ,gordonville
Inconsistent,harry.sellers@mail.com.au,harry,m,sellers,douglas, 08  8041  9144 ,800.0,nt, 18  cooradilla  street  raaf  base ,darwin
Inconsistent,jeremy.warren@mail.com,jeremy,m,warren,matthew, 08  7351  8523 ,5204.0,sa, 1010  yankalilla  road  section ,normanville
Inconsistent,wanda44@gmail.com,wanda,f,prout,m, 07  0107  6151 ,Inconsistent,qld,Inconsistent,Inconsistent
19/11/1994,hackler.erin@gmail.com,erin,f,hackler,holleman, 08  2082  6387 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,cooper.albert@hotmail.com,albert,m,cooper,o, 02  6244  0623 ,2448.0,nsw, 2  rutland  street  villa  10 , nambucca  heads 
Inconsistent,reagan.todd@hotmail.com,reagan,m,todd,douglas,Invalid,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,butler.matthew@mail.com,matthew,m,butler,gary, 02  5670  7446 ,2153.0,nsw, 3  sacoya  avenue  bella  vista , baulkham  hills 
Inconsistent,qgcpbgsjao@mail.com,porscha,f,clayton,polach, 07  2497  5938 ,4413.0,qld, 999  barakula  road  oak  lodge ,chinchilla
Inconsistent,tolqrknfqt@gmail.com,david,m,holloway,joe, 07  0290  9884 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,dorothy35@yahoo.com,dorothy,f,johnson,leigh, 07  1841  3160 ,4421.0,qld, 694  arlington  road  arlington ,tara
Inconsistent,dorothy35@yahoo.com,dorothy,f,johnson,leigh, 07  1841  3160 ,4421.0,qld, 694  arlington  road  arlington ,tara
Inconsistent,ebron47@aol.com,erik,m,ebron,george, 02  0224  8304 ,2486.0,nsw, 84  piggabeen  road  cobaki  broadwater  village , tweed  heads  south 
Inconsistent,barnwell.ariel@gmail.com,ariel,f,barnwell,ann, 02  9053  0842 ,2600.0,act,Inconsistent,Inconsistent
21/11/1938,stevenson100@mail.com,thomas,m,stevenson,george, 02  1896  3332 ,2478.0,nsw,Inconsistent,Inconsistent
27/12/1988,lineberry70@gmail.com,kwantisha,f,lineberry,vivian, 07  9605  4645 ,4670.0,qld,Inconsistent,Inconsistent
21/12/1971,grady.hermino@mail.com.au,hermino,m,grady,wayne, 03  7468  3539 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
21/12/1971,grady.hermino@mail.com.au,hermino,m,grady,wayne, 07  3098  8211 ,4217.0,qld, 13  cunningham  avenue  pintari , main  beach 
13/11/2012,jones.jeffrey@mail.com.au,jeffrey,f,jones,gerard, 07  2896  7529 ,4352.0,qld, 65  highfields  road  concept ,highfields
Inconsistent,eikacfftna@mail.com.au,jeffrey,m,carethers,d, 03  4261  6157 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,shawn85@aol.com,shawn,m,stephenson,g, 03  2406  9812 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
25/11/1990,tana.troutman@yahoo.com,tana,f,troutman,tudor, 03  5016  3089 ,3215.0,vic, 25  glenleith  avenue  shandon ,drumcondra
Inconsistent,rlkpkpaseg@mail.com.au,sue,f,rose,hedspeth, 07  5698  2128 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,goodwin74@yahoo.com,jordan,m,goodwin,glenn, 07  5122  6319 ,4551.0,qld, 63  caloundra  road  palm  village ,caloundra
Inconsistent,joseph.smith@gmail.com,joseph,m,smith,george, 07  3217  4047 ,Inconsistent,qld,Inconsistent,Inconsistent
Inconsistent,robert100@gmail.com,robert,f,cooper,c, 02  5708  0679 ,2219.0,nsw, 40  kendall  street  linwood  mews , sans  souci 
Inconsistent,dunn18@mail.com,anne,f,dunn,j, 07  3094  5230 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,michael29@mail.com.au,terri,f,michael,rene, 07  7488  4727 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
13/10/1990,christine.tenaro@hotmail.com,christine,f,tenaro,gaines, 07  0794  6498 ,4114.0,qld, 10  diamond  street  royal  garden ,kingston
13/10/1990,christine.tenaro@hotmail.com,christine,f,tenaro,gaines, 03  6430  7255 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,rfdnlpplji@mail.com,diana,f,staheli,marie, 08  5953  7950 ,822.0,nt, 1  barramundi  drive  dundee  downs ,daly
Inconsistent,white82@mail.com.au,peter,f,white,flynn, 07  6215  6258 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
29/10/1985,Invalid,leonard,m,cooper,v, 03  7829  3919 ,3162.0,vic, 698  inkerman  road  flt  1 ,caulfield
Inconsistent,thomas36@mail.com,thomas,f,corn,christoper, 08  5387  5848 ,5554.0,sa,Inconsistent,Inconsistent
Inconsistent,nobgrphtel@gmail.com,libby,f,johnson,durham, 03  8778  9978 ,7000.0,tas, 71  macquarie  street  upper  flat ,hobart
Inconsistent,siceloff.kali@aol.com,kali,m,siceloff,leslie, 02  7867  1550 ,2250.0,nsw, 61  karalta  road  pine  needles  village ,erina
Inconsistent,ryan.thomas@gmail.com,ryan,m,thomas,dale, 03  4210  0246 ,3931.0,vic,Inconsistent,Inconsistent
Inconsistent,treat.dan@mail.com.au,dan,f,treat,anthony, 02  5276  3397 ,Inconsistent,nsw,Inconsistent,Inconsistent
18/10/1950,christan.stout@gmail.com,christan,f,stout,annecoyle, 02  0352  3797 ,Inconsistent,nsw,Inconsistent,Inconsistent
23/12/2000,anna.pope@yahoo.com,anna,f,pope,h, 02  2422  5670 ,2085.0,nsw, 207  forest  way  the  glenaeon  lodge ,belrose
Inconsistent,apqjmtgafo@mail.com,sonia,f,edwards,Inconsistent, 02  3543  0522 ,2440.0,nsw, 501  gowings  hill  road  river  meadows ,dondingalong
Inconsistent,wooten67@yahoo.com,elroy,m,wooten,william, 07  6863  1586 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,shawn.hudson@yahoo.com,shawn,m,hudson,douglas, 02  4511  1086 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,burleson2@hotmail.com,graboski,f,burleson,walter, 03  2280  9823 ,3806.0,vic, 19  clyde  road  the  appartments ,berwick
Inconsistent,bryan.terry@yahoo.com,bryan,m,terry,elmond, 02  5265  0099 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,bryan.terry@yahoo.com,bryan,m,terry,elmond, 02  5265  0099 ,2609.0,act, 4  gladstone  street  paragon  mall ,fyshwick
Inconsistent,gary61@mail.com.au,gary,m,mcdonald,eugene, 07  6864  4140 ,4224.0,qld, 451  golden  four  drive  flr  1  the  professional  centre ,tugun
Inconsistent,jhmbjrldkm@mail.com,marcia,f,stines,jordan, 02  1168  7591 ,Inconsistent,act,Inconsistent,Inconsistent
Inconsistent,jhmbjrldkm@mail.com,marcia,f,stines,jordan, 02  1168  7591 ,Inconsistent,act,Inconsistent,Inconsistent
Inconsistent,djrobirneo@mail.com,frederick,f,hoover,sean, 03  9294  7735 ,3889.0,vic, 43  sydenham  parade  alcheringa  lodge , bemm  river 
Inconsistent,cullen.travis@mail.com.au,travis,m,cullen,lumark, 08  3994  3074 ,820.0,nt, 8  winnellie  road  kennon's  estate ,winnellie
Inconsistent,tbqjdoheal@mail.com.au,steven,f,wyman,joseph, 02  3048  6089 ,Inconsistent,nsw,Inconsistent,Inconsistent
Inconsistent,robert.watkins@mail.com.au,robert,m,watkins,michael, 07  9210  4366 ,4054.0,qld, 15  perwell  street  unicorn  manor ,keperra
Inconsistent,rodney15@aol.com,rodney,f,parton,anthony, 02  2458  2377 ,2263.0,nsw, 1  evans  road  heritage  estate ,toukley
Inconsistent,cdihafiioa@mail.com.au,cheryl,f,adams,c, 07  5106  0892 ,4400.0,qld,Inconsistent,Inconsistent
19/12/1992,james86@mail.com.au,james,m,morris,erwin, 02  3792  0950 ,2576.0,nsw, 3  belmore  street  shamrock  glen ,bowral
Inconsistent,ivan100@gmail.com,ivan,m,singletary,gerald, 02  6691  1544 ,2594.0,nsw, 62  murringo  street  glensloy ,young
Inconsistent,chase11@mail.com,milton,f,chase,charles,Invalid,2777.0,nsw, 39  hawkesbury  road  buckland  retirement  village ,springwood
Inconsistent,daniele62@yahoo.com,daniele,f,turner,taylor, 02  5293  5959 ,2485.0,nsw, 198  binya  avenue  the  grove , tweed  heads 
Inconsistent,richard63@gmail.com,richard,f,davenport,everett, 07  8399  8425 ,4205.0,qld, 43  goodooga  drive  palm  lake  resort ,bethania
Inconsistent,porter66@aol.com,sarah,f,porter,m, 08  5428  6566 ,820.0,nt, 27  arrow  drive  hmas ,coonawarra
30/12/1945,vierra80@mail.com.au,ricky,Inconsistent,vierra,carroll, 07  6740  9585 ,4217.0,qld, 33  thornton  street  thornton  tower , surfers  paradise 
30/12/1964,hess.helen@mail.com,helen,Inconsistent,hess,king, 02  3494  1755 ,2632.0,nsw, 21  queen  street  mill  hand ,bombala
Inconsistent,deloris97@mail.com,deloris,f,tate,jade, 02  9199  9360 ,Inconsistent,Inconsistent,Inconsistent,Inconsistent
Inconsistent,christopher85@hotmail.com,christopher,Inconsistent,sova,mccoy, 03  9354  6833 ,3216.0,vic,Inconsistent,Inconsistent
Inconsistent,teresa.clifford@hotmail.com,teresa,f,clifford,gibson, 03  2537  3624 ,3333.0,vic, 779  coopers  road  paringa ,bamganie
Inconsistent,lakisha.holmes@yahoo.com,lakisha,f,holmes,ann,Invalid,3818.0,vic, 7  ablett  court  granny  flat ,drouin
Inconsistent,nnpakomdqn@gmail.com,william,m,bandy,frank, 08  2712  5731 ,5290.0,sa, 413  commercial  (west)  street  tower  view , mount  gambier 
Inconsistent,nnpakomdqn@gmail.com,william,m,bandy,frank, 08  2712  5731 ,5290.0,sa, 413  commercial  (west)  street  tower  view , mount  gambier 
Inconsistent,keith.locklear@aol.com,keith,m,locklear,johngerard, 08  2098  5267 ,Inconsistent,sa,Inconsistent,Inconsistent
Inconsistent,mccall.maurice@yahoo.com,maurice,m,mccall,l, 03  0119  3410 ,3175.0,vic, 28  bryants  road  flt  2 ,dandenong
Inconsistent,byrd.john@aol.com,john,m,byrd,r, 03  8334  5793 ,Inconsistent,vic,Inconsistent,Inconsistent
Inconsistent,carpenter9@gmail.com,stanley,m,carpenter,michael, 07  9077  0183 ,Inconsistent,qld,Inconsistent,Inconsistent
20/12/1994,huggins.charlie@mail.com,charlie,f,huggins,lee, 02  1291  7796 ,2500.0,nsw, 110  crown  street  crown  mall  arcade ,wollongong
Inconsistent,betsy86@mail.com.au,betsy,f,draper,toylynne, 03  0276  1385 ,3220.0,vic, 80  myers  street  st  john  of  god  hospital ,geelong
Inconsistent,michael.neal@aol.com,michael,m,neal,david, 08  0290  8015 ,835.0,nt, 1  bronzewing  avenue  howard  river  park , howard  springs 
Inconsistent,mcclellan.jason@mail.com,jason,m,mcclellan,todd, 02  8922  3275 ,835.0,Inconsistent,Inconsistent,Inconsistent
