ssn,first_name_education,middle_name_education,last_name_education,gender_education,current_age,birth_date_education,street_address_education,suburb_education,postcode_education,state_education,phone_education,email_education,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,first_name_medical,middle_name_medical,last_name_medical,gender_medical,age_at_consultation,birth_date_medical,medicare_number,street_address_medical,suburb_medical,postcode_medical,state_medical,phone_medical,email_medical,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
e188292071,daniel,frederick,johnson,f,25,5/12/1995, 106  nelson  bay  road  bayway  village , fullerton  cove ,2318.0,nsw, 02  1526  5292 ,johnson20@gmail.com,graduate-certificate,legislator,166878.0, 4582  7652  8378  0844 ,6,2020-03-08t04:45+00:00,daniel,frederick,johnson,f,21,05/12/1995, 7316  49581  1  2 , 258  spring  street  yukana  retirement  village ,toowoomba,,qld,,johnson20@gmail.com,not-married,168,83,29,70,149,0,palpitations,2016-08-16t20:19+00:00
e107179498,keith,,stillwell,f,65,27/8/1955, 620  gembrook  road  diamond  park , pakenham  upper ,3810.0,vic, 03  6656  9705 ,keith75@yahoo.com,certificate-ii,health-support-worker,30715.0, 3394  9376  5145  5331 ,45,2019-04-04t02:32+00:00,keith,gueco,stillwell,f,58,27/08/1955, 3713  33584  1  1 , 84  shadforth  street  northaven ,kerang,3579.0,vic, 03  6656  9705 ,,widowed,199,108,27,75,136,0,decreased-energy,2013-07-16t24:28+00:00
d123664769,george,wayne,parsons,f,56,21/2/1964, 110  monbulk  road  te  whare ,kallista,3791.0,vic, 03  9123  8424 ,,advance-diploma,other-technician,121987.0, 5194  5533  1644  0789 ,37,2020-05-26t12:07+00:00,george,wayne,parsons,f,47,21/02/1964, 4299  47657  1  2 , 49  union  street  sally  park ,kilmore,3764.0,vic, 03  9123  8424 ,parsons29@gmail.com,married,199,146,36,77,210,0,back-pain,2011-10-11t02:15+00:00
g194385582,mary,c,maness,f,19,1/1/2000, 286  Acton  Drive , Seven  Mile  Beach ,7170.0,TAS, 03  0985  6372 ,maness.mary@aol.com,senior-secondary-school,other-clerical-worker,-9999.0, 8480  5167  4464  9618 ,1,2019-06-16T08:06+00:00,mary,c,maness,f,13,01/01/2000, 1881  58624  2  2 , 4  muller  street  salamander  bay  vlge , salamander  bay ,2317.0,nsw,,maness.mary.aol.com,divorced,171,-99,23,79,160,0,sweating,2015-08-04t12:45+00:00
a193901997,mark,willie,crockett,m,55,13/9/1965, 240  thirteenth  street  sunrasia  psychiatry  centre  the  gable  sui ,mildura,3500.0,vic, 03  9582  7599 ,crockett50@hotmail.com,certificate-iv,ict-technician,-9999.0, 9356  3836  5301  3397 ,36,2020-01-24t10:06+00:00,mark,,crockett,m,51,13/09/1965, 9059  24208  2  2 , 1  burns  way  brindabella ,monbulk,3793.0,vic,,crockett50@hotmail.com,married-de-facto,178,91,28,79,145,0,blacked-out-at-breakfast-table,2016-07-02t22:18+00:00
h154263528,forrest,franci,starling,f,53,27/9/1967, 82  collins  street  flr  2 ,hobart,7000.0,tas, 03  8531  0075 ,thtsqcblol@mail.com.au,bachelor-degree,health-professional,147992.0, 3452  6763  8650  9824 ,34,2020-02-15t20:19+00:00,forrest,franci,starling,f,46,27/09/1967, 8481  56137  1  1 , 698  sunnyside  road  sunridge ,railton,7305.0,tas,,thtsqcblol@mail.com.au,married,166,127,46,79,210,0,palpitations,2013-02-04t21:01+00:00
a191237667,stephanie,lee,maness,f,73,1/12/1947, 1  windmill  road  rum  jungle ,batchelor,845.0,nt, 08  5695  7354 ,maness.stephanie@gmail.com,certificate-iii,construction-worker,99270.0, 9454  7975  9027  5784 ,54,2020-02-17t23:58+00:00,stephanie,lee,maness,f,66,01/12/1947, 5239  76465  1  2 , 18  cooradilla  street  raaf  base ,darwin,,nt, 08  5695  7354 ,,married-de-facto,184,84,24,74,135,0,iinsomnia,2015-04-16t11:37+00:00
a172065972,patrick,festus,crawford,m,34,25/9/1986, 18  wesley  court  wesley  court ,sandhill,7249.0,tas, 03  0918  1550 ,patrick.crawford@hotmail.com,senior-secondary-school,taxi-driver,, 1547  8415  0385  4099 ,9,2014-07-05t10:07+00:00,patrick,festus,crawford,m,27,25/09/1986, 4428  42181  1  1 , 18  wesley  court  wesley  court ,sandhill,7249.0,tas,,patrick.crawford@hotmail.com,married,173,118,39,73,196,0,insomnia,2013-01-22t10:54+00:00
g118926224,alex,,burgess,f,73,3/10/1947, 113  north  terrace  rowethorpe ,bentley,6102.0,wa, 08  6189  1987 ,burgess89@gmail.com,certificate-iii,ict-technician,90895.0, 1376  6007  0335  2234 ,54,2020-02-11t15:46+00:00,alex,earl,burgess,m,71,03/10/1947, 6041  26199  2  2 , 113  north  terrace  rowethorpe ,bentley,6102.0,wa, 08  6189  1987 ,,divorced,171,147,50,77,198,1,arthroscopic-meniscusectomy,2018-05-07t04:26+00:00
d193709676,james,franklin,brady,f,51,25/2/1969, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  2431  9464 ,bqqfqfksst@aol.com,doctoral-degree,health-professional,117238.0, 1426  0906  9397  2509 ,32,2020-10-14T18:11+00:00,james,franklin,brady,f,43,25/02/1969, 5281  87101  2  1 , 289  richardson  road  scotvale  medical  centre , north  rockhampton ,4701.0,qld, 07  2431  9464 ,bqqfqfksst@aol.com,separated,195,147,38,73,241,0,symptomatic-premature-ventricular-complexes-&-syncope,2012-07-13t12:53+00:00
b189887699,randy,milton,cranford,m,25,19/4/1991, 69  Britomart  Gardens  Road ,Alawa,810.0,NT, 08  7437  7949 ,randy.cranford@aol.com,certificate-iv,other-technician,133114.0, 5244  8605  2378  6939 ,9,2015-01-18T07:18+00:00,randy,milton,cranford,m,21,19/04/1991, 4180  50309  2  2 , 3891  snowy  mountains  highway  high  nunnock ,bemboka,2550.0,nsw, 02  1146  6772 ,randy.cranford@aol.com,widowed,180,104,32,71,226,0,diarrhea,2012-12-01t01:33+00:00
i163719194,ricky,,nelson,m,23,15/11/1995, 16  Wallace  Avenue , Lenah  Valley ,7008.0,TAS, 03  0540  8706 ,ricky69@hotmail.com,doctoral-degree,manager,133972.0, 7956  2221  3632  0113 ,6,2018-10-01T07:55+00:00,ricky,joseph,nelson,m,19,15/11/1995, 5860  62960  2  3 , 164  scaysbrook  drive  brentwood  village ,kincumber,2251.0,nsw, 02  2361  5722 ,ricky69@hotmail.com,divorced,178,133,41,76,25,0,colon-cancer,2014-06-23t03:50+00:00
i177777728,jeffery,jason,newell,f,19,28/9/1997, 19  Murphy  Street ,Pearce,2607.0,ACT, 02  1472  0759 ,jeffery.newell@gmail.com,advance-diploma,ict-technician,-9999.0, 1606  4789  9083  4860 ,4,2016-08-09T15:22+00:00,jeffery,jason,newell,f,16,28/09/1997, 2943  94140  1  3 , 4  drouin  road  glenafton  house ,poowong,,vic,,jeffery.newell@gmail.com,married,164,60,22,72,80,0,muscloskeletal-pain-shoulder,2013-04-23t10:17+00:00
h165578395,emily,lucille,taylor,f,39,19/11/1981, 71  albert  street  victoria  lodge ,kendall,2439.0,nsw, 02  1246  9540 ,taylor.emily@hotmail.com,certificate-i,other-service-worker,-9999.0, 0184  9271  3527  3047 ,19,2019-11-09t17:10+00:00,emily,lucille,taylor,f,33,19/11/1981, 6953  93747  2  2 , 1  hawks  head  road  kiah ,brogo,2550.0,nsw, 02  1246  9540 ,taylor.emily@hotmail.com,married-de-facto,167,112,40,76,143,0,possible-food-poisoning,2014-04-20t12:27+00:00
g123865078,patrick,eugene,teti,m,18,6/9/2002, 375  commercial  road  rosebank  caravan  park ,yarram,3971.0,vic, 03  3758  7288 ,patrick48@hotmail.com,senior-secondary-school,casual-worker,, 1470  0146  1514  8146 ,1,2020-05-10t14:04+00:00,patrick,eugene,teti,m,13,06/09/2002, 7866  98027  2  2 , 375  commercial  road  rosebank  caravan  park ,yarram,3971.0,vic, 03  3758  7288 ,,,135,58,31,73,237,0,blurred-vision,2015-10-15t16:28+00:00
c145697583,john,d,baker,f,35,25/11/1985, 26  norseman  avenue  mortlock  house , westbourne  park ,5041.0,sa, 08  6452  2525 ,baker75@aol.com,senior-secondary-school,cleaner,17326.0, 7161  8265  4868  5550 ,16,2020-04-15t16:25+00:00,john,d,baker,f,34,25/11/1985, 8051  88277  1  1 , 26  norseman  avenue  mortlock  house , westbourne  park ,5041.0,sa, 08  6452  2525 ,baker75@aol.com,married,168,61,21,71,137,1,broken-arm-and-pelvis,2019-10-01t09:08+00:00
g131657532,tyler,michelle,goodman,f,63,8/12/1957, 31  isabella  street  flt  4 , geelong  west ,3218.0,vic, 03  9819  6657 ,tyler99@mail.com,advance-diploma,other-technician,86408.0, 1805  0640  3286  2887 ,44,2020-04-19t04:48+00:00,tyler,michelle,goodman,f,56,08/12/1957, 9840  50826  1  1 , 69  cherry  lane  giverny ,toolangi,3777.0,vic, 03  9043  7421 ,tyler99@mail.com,married,187,134,38,78,205,0,urinary-tract-infection,2013-03-20t02:59+00:00
d189411718,vernell,natine,fitzgerald,f,63,29/5/1955, 13  Katherine  Street ,Fullarton,5063.0,SA, 08  1939  4627 ,fitzgerald20@hotmail.com,diploma,other-technician,-9999.0, 6598  8203  9658  8607 ,44,2016-04-05T14:22+00:00,vernell,natine,fitzgerald,f,60,29/05/1955, 7525  63512  2  2 , 77  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa,,fitzgerald20@hotmail.com,married-de-facto,167,68,24,73,106,0,worsening-htn,2015-07-07t03:15+00:00
c159832241,frederick,matthew,smithey,m,28,25/4/1988, Rocky  Court ,Pialba,4655.0,QLD, 07  9628  1990 ,smithey74@gmail.com,graduate-diploma,legal-professional,101188.0, 2970  2146  7891  6283 ,13,2016-01-18T12:40+00:00,frederick,matthew,smithey,m,31,25/04/1988, 5797  20482  1  2 , 18  commodore  drive  kings  row  south , paradise  waters ,4217.0,qld, 07  4769  3543 ,smithey74@gmail.com,married-de-facto,189,63,17,71,90,0,low-back-pain,2019-04-04t11:50+00:00
b189887699,randy,milton,cranford,m,29,19/4/1991, 122  culloden  road  mac  quarie  uni  coll ,marsfield,2122.0,nsw, 02  1146  6772 ,,certificate-iv,other-technician,133114.0, 5244  8605  2378  6939 ,9,2019-11-14t02:32+00:00,randy,milton,cranford,m,21,19/04/1991, 4180  50309  2  2 , 3891  snowy  mountains  highway  high  nunnock ,bemboka,2550.0,nsw, 02  1146  6772 ,randy.cranford@aol.com,widowed,180,104,32,71,226,0,diarrhea,2012-12-01t01:33+00:00
b107458540,mona,,duke,f,53,19/5/1967, 11  colooli  road  cutler  village ,narrabeen,2101.0,nsw, 02  9893  7803 ,mona.duke@aol.com,bachelor-degree,legal-professional,146397.0, 4606  9569  8277  7519 ,34,2020-02-07t23:33+00:00,mona,brockington,duke,f,53,19/05/1967, 4889  58301  1  1 , 11  colooli  road  cutler  village ,narrabeen,2101.0,nsw, 02  9893  7803 ,mona.duke@aol.com,married-de-facto,172,61,20,69,248,0,worsening-shortness-of-breath,2020-03-17t02:13+00:00
c142514848,tokae,,johnson,f,49,18/1/1971, 1  jayes  road  locn  8482 ,balingup,6253.0,wa, 08  8755  5720 ,lemgjqhcoo@gmail.com,graduate-diploma,general-manager,117873.0, 0545  0230  5621  9303 ,24,2014-01-19t05:04+00:00,tokae,wood,johnson,f,41,18/01/1971, 6432  31092  1  2 , 1  jayes  road  locn  8482 ,balingup,6253.0,wa, 08  8755  5720 ,lemgjqhcoo@gmail.com,not-married,193,-99,17,76,105,0,weight-loss-caused-by-decrease-in-appetite.,2012-02-03t07:06+00:00
f125488019,dennis,wayne,greene,f,64,7/12/1953, 5  Tanner  Avenue ,Carlton,2218.0,NSW, 02  9676  5607 ,scbrisaamh@mail.com.au,bachelor-degree,other-technician,, 3489  0770  0345  6765 ,48,2017-10-03T07:36+00:00,dennis,wayne,greene,f,60,07/12/1953, 4962  33848  1  1 , 152  north  flinders  street  house  3  international  hse ,darwin,800.0,nt,,scbrisaamh@mail.com.au,married,172,83,28,74,92,0,cold,2013-07-12t07:25+00:00
g175447433,evan,jay,pittman,f,52,15/12/1964, 3  Arundel  Drive ,Arundel,4214.0,QLD, 07  7577  4626 ,pittman16@yahoo.com,certificate-iii,automotive-worker,62344.0, 3288  5517  6209  9271 ,36,2015-05-16T11:11+00:00,evan,jay,pittman,f,52,15/12/1964, 6844  26214  2  1 , 70  school  road  russell  down ,bellbrae,3228.0,vic, 03  5619  6333 ,,married,180,104,32,77,114,0,depressed-mood,2016-03-09t18:49+00:00
c162154405,danny,t,harrell,f,24,19/7/1996, 15  marathon  drive  glyn , mount  eliza ,3930.0,vic, 03  4465  5374 ,harrell.danny@hotmail.com,certificate-iv,construction-worker,-9999.0, 1511  7638  3693  1857 ,5,2020-02-23t21:18+00:00,danny,t,harrell,f,19,19/07/1996, 9482  87682  2  3 , 15  marathon  drive  glyn , mount  eliza ,3930.0,vic, 03  4465  5374 ,,married,176,89,28,73,123,0,fractured-vertebra-(t12),2017-12-23t14:28+00:00
c102820850,hiawatha,maxwell,hamlett,f,77,14/4/1943, 190  oak  road  sth  road ,kirrawee,2232.0,nsw, 02  7664  9288 ,hiawatha13@mail.com.au,bachelor-degree,ict-technician,108565.0, 1923  1019  2032  1166 ,56,2018-04-06t21:37+00:00,hiawatha,maxwell,hamlett,f,70,14/04/1943, 2681  13799  2  2 , 253  seaview  street  cardinal  freeman  vlge ,ashfield,2131.0,nsw,,,not-married,177,73,23,79,123,0,post-lumbar-puncture-neck-pain,2013-05-23t18:20+00:00
i168088529,danielle,christine,hunter,f,14,19/6/2006, 7  keith  lane  level  one , fannie  bay ,820.0,nt, 08  9822  0617 ,danielle.hunter@mail.com,secondary-school,,-9999.0,,0,2020-03-04t21:40+00:00,danielle,christine,hunter,f,9,19/06/2006, 2943  89312  1  3 , 7  keith  lane  level  one , fannie  bay ,820.0,nt,,,,134,39,21,75,154,0,fecal-incontinence,2015-07-17t06:13+00:00
i154424878,scott,franklin,sigmon,f,48,16/7/1972, 108  Memorial  Avenue , Alice  Springs ,870.0,NT, 08  7589  5193 ,sigmon38@mail.com.au,certificate-iii,other-technician,111355.0, 7611  3784  0106  5521 ,29,2020-06-13T04:14+00:00,scott,franklin,sigmon,f,46,16/07/1972, 6436  48957  1  1 , 2  daventry  street  flt  3 ,reservoir,3073.0,vic, 03  9658  3257 ,sigmon38@mail.com.au,married,181,149,45,70,220,0,rash---groin,2018-10-27t15:57+00:00
a162456702,allen,joe,mcmurry,f,80,30/4/1940, 22  mitchell  street  central  specialist  clinic ,darwin,800.0,nt, 08  5083  5310 ,ssmaqkfbcr@mail.com,bachelor-degree,ict-technician,86931.0, 3561  4223  1767  6000 ,56,2015-07-03t20:44+00:00,allen,joe,mcmurry,f,79,30/04/1940, 2871  30956  1  2 , 22  mitchell  street  central  specialist  clinic ,darwin,,nt,,ssmaqkfbcr@mail.com,married,177,104,33,79,218,0,elevated-blood-pressure-related-to-memantine,2019-01-22t24:41+00:00
d143828525,james,john,lensing,m,60,16/12/1960, 16  bakker  drive  granny  flat ,bonville,2441.0,nsw, 02  8280  7494 ,james.lensing@yahoo.com,secondary-school,casual-worker,, 1285  3766  9029  4086 ,38,2017-08-19t09:02+00:00,james,john,lensing,f,56,16/12/1960, 3321  21999  2  1 , 16  bakker  drive  granny  flat ,bonville,2441.0,nsw, 02  8280  7494 ,,not-married,184,-99,16,67,167,0,fall,2016-03-26t20:40+00:00
d105814409,robert,m,lafferty,f,24,8/5/1996, 19  Herdsman  Parade ,Wembley,6014.0,WA, 08  5434  1288 ,lafferty18@aol.com,graduate-diploma,manager,-9999.0, 9788  4146  8477  2280 ,5,2020-07-27T03:35+00:00,robert,m,lafferty,m,21,08/05/1996, 7781  90670  2  2 , 1  carnarvon  highway  haven , st  george ,4487.0,qld,,lafferty18@aol.com,not-married,172,77,26,72,110,0,cataract-surgery-in-right-eye,2017-06-01t11:44+00:00
d156478813,vera,laporta,hinson,f,40,19/2/1980, 211  autumn  street  flt  3 , geelong  west ,3218.0,vic, 03  6367  2922 ,,certificate-i,other-service-worker,-9999.0, 4319  7545  6887  2127 ,21,2020-01-10t24:42+00:00,vera,laporta,hinson,f,37,19/02/1980, 1431  80272  1  2 , 211  autumn  street  flt  3 , geelong  west ,3218.0,vic, 03  6367  2922 ,hinson.vera.mail.com,not-married,174,123,40,69,230,0,total-hip-replacement-surgery,2020-03-22t17:18+00:00
g146026066,jamal,c,eure,f,33,1/1/1987, 43  dargavilles  road  wollomba  park ,nabiac,2312.0,nsw, 02  8806  6907 ,jamal.eure@yahoo.com,diploma,ict-technician,142012.0, 3240  9453  4377  0384 ,14,2020-05-19t17:48+00:00,jamal,c,eure,f,29,01/01/1987, 1382  34029  1  1 , 33  marshall  street  mt  drysdale ,cobar,,nsw, 02  8806  6907 ,jamal.eure.yahoo.com,not-married,175,118,38,73,176,0,uti,2016-03-01t20:23+00:00
c107716720,william,charles,yu,f,62,12/4/1958, 66  waples  road  farmborough  grove  retrmnt  vlge ,unanderra,2526.0,nsw, 02  8793  9925 ,william.yu@hotmail.com,certificate-iii,other-technician,, 3478  2425  8440  6479 ,43,2020-05-26t01:39+00:00,william,charles,yu,f,55,12/04/1958, 9691  81056  2  1 , 260  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,,nsw, 02  8793  9925 ,william.yu.hotmail.com,married,188,110,31,77,160,0,atrial-flutter,2016-11-16t24:53+00:00
c120382700,kathy,sawyer,knight,f,59,16/1/1961, 2020  ballarto  road  terra  nostra ,clyde,3978.0,vic,,kathy.knight@mail.com,certificate-i,other-clerical-worker,41155.0, 5350  3422  1524  0663 ,40,2020-07-04t07:31+00:00,kathy,sawyer,knight,f,54,16/01/1961, 3406  34726  1  1 , 25  bowna  road  wandin , table  top ,2640.0,nsw,,kathy.knight@mail.com,married,177,71,22,69,156,0,hospitalization,2015-09-23t04:59+00:00
e102599095,david,samuelchase,frend,m,38,7/3/1978, 1  Elanora  Street , Rose  Bay ,2029.0,NSW, 02  4204  5203 ,dkeetbphsh@mail.com.au,advance-diploma,ict-professional,81276.0, 7131  5667  7970  0447 ,20,2013-10-21T16:46+00:00,david,samuelchase,frend,m,38,07/03/1978, 8534  90845  2  1 , 86  east  street  kinross ,woodend,3442.0,vic, 03  5893  4109 ,,married,189,68,19,74,94,1,insomnia,2016-07-26t08:14+00:00
f191998052,andrea,marie,rice,f,17,26/4/2001, Dundee  Road ,Daly,822.0,NT, 08  2876  1845 ,iepqfosnlc@yahoo.com,bachelor-degree,ict-technician,125583.0, 3525  1412  0721  5566 ,0,2018-07-08T16:24+00:00,andrea,marie,rice,f,12,26/04/2001, 6763  77965  1  2 , 1  fairymede  road  kalonga , mangrove  mountain ,2250.0,nsw, 02  1117  1863 ,iepqfosnlc@yahoo.com,married,135,45,24,73,155,0,fall,2013-03-21t14:26+00:00
g191778668,d'lena,w,powers,f,16,28/11/2001, 18  Sherbrooke  Street ,Ainslie,2602.0,ACT, 02  2346  5162 ,molden.d'lena@gmail.com,senior-secondary-school,other-clerical-worker,35954.0, 6519  4308  6995  5293 ,0,2017-02-24T14:21+00:00,d'lena,w,molden,f,14,28/11/2001, 2781  83204  2  2 , 60  watts  road  riversdale , yan  yean ,3755.0,vic,,molden.d'lena@gmail.com,not-married,151,79,34,72,69,0,chest-pain,2015-05-22t06:18+00:00
h106068165,ryan,tyler,thomas,f,65,7/3/1955, 1  brampton  street  linfield ,temora,2666.0,nsw, 02  7521  5181 ,thomas.ryan@aol.com,diploma,other-technician,102674.0, 9859  6469  4058  6204 ,46,2020-07-21t23:57+00:00,ryan,tyler,thomas,f,62,07/03/1955, 6290  61597  2  2 , 1  brampton  street  linfield ,temora,2666.0,nsw, 02  7521  5181 ,thomas.ryan@aol.com,married-de-facto,172,69,23,71,184,0,no-passage-of-stool,2017-06-07t11:25+00:00
c189139669,mary,beth,veloza,f,25,6/12/1995, 11  tarra  place  villa  1 ,ngunnawal,2913.0,act, 02  4983  3498 ,,certificate-iii,other-technician,79956.0, 7255  2421  5847  6326 ,6,2020-02-11t20:23+00:00,mary,beth,veloza,f,23,06/12/1995, 8396  64447  2  3 , 11  tarra  place  villa  1 ,ngunnawal,2913.0,act, 02  4983  3498 ,mary80@yahoo.com,not-married,169,79,27,76,125,0,i-am-drowsy-during-the-day-because-i-have-decrease-my-exercising,2018-01-17t04:39+00:00
i159339448,lasonja,r,keller,f,30,17/10/1990, 9  egan  street  flt  10 ,richmond,3121.0,vic, 03  1518  7387 ,lasonja75@mail.com,certificate-iv,engineering-worker,-9999.0, 5491  3934  9617  8874 ,11,2020-01-07t11:33+00:00,lasonja,r,keller,f,27,17/10/1990, 3170  74529  2  2 , 9  egan  street  flt  10 ,richmond,3121.0,vic,,lasonja75@mail.com,married,179,123,38,73,209,0,insomnia,2017-01-18t19:51+00:00
e180830323,mattie,ann,teague,f,58,10/6/1961, Boddington  Road ,Bridport,7262.0,TAS, 03  5558  9541 ,teague65@yahoo.com,certificate-i,carer,32818.0, 6054  1136  7591  5940 ,38,2017-12-10T02:54+00:00,mattie,ann,teague,f,58,10/06/1961, 1003  86490  2  1 , 5  carrabie  street  raaf  base ,darwin,800.0,nt, 08  7565  4010 ,,not-married,178,75,23,73,172,0,skin-cancer,2019-02-10t14:08+00:00
e103956381,william,marcelshawn,marsh,m,62,26/9/1954, 33  Gardens  Hill  Crescent , The  Gardens ,820.0,NT, 08  8746  0267 ,william80@gmail.com,certificate-ii,automotive-worker,, 9130  1617  4168  4731 ,43,2012-08-02T04:51+00:00,william,marcelshawn,marsh,m,59,26/09/1954, 9869  17621  2  1 , 204  central  road  brentwood  vlge ,cooranbong,2265.0,nsw,,william80@gmail.com,not-married,171,108,36,81,161,1,cataract-surgery---right-eye,2013-09-23t02:17+00:00
h199282848,larry,anthony,boddie,f,25,5/8/1993, 29  Marshall  Street , Queens  Beach ,4805.0,QLD, 07  7905  5944 ,jqjlloeikr@hotmail.com,graduate-certificate,general-manager,152551.0, 5249  6141  0041  4235 ,6,2016-11-09T17:19+00:00,larry,anthony,hayes,f,21,05/08/1993, 1313  30858  2  2 , 1  spring  range  road  tarra  lakeview ,hall,2618.0,act,,jqjlloeikr@hotmail.com,married,199,125,31,75,169,1,lung-nodule,2014-10-09t23:05+00:00
g178631482,charles,clarke,mercer,m,12,24/4/2008, 98  hinton  road  clearview ,hinton,2321.0,nsw, 02  0230  6929 ,charles.mercer@gmail.com,secondary-school,,0.0,,0,2020-07-19t11:39+00:00,charles,clarke,mercer,m,9,24/04/2008, 5881  29665  1  3 , 98  hinton  road  clearview ,hinton,2321.0,nsw, 02  0230  6929 ,,,121,42,28,69,164,0,sinusitis,2017-08-16t14:33+00:00
e164472753,cindy,deese,witherspoon,f,52,12/12/1968, 1  Grenache  Avenue ,Modbury,5092.0,SA, 08  4911  9643 ,cindy.ballance@mail.com,certificate-iv,automotive-worker,-9999.0, 4986  0658  9887  6905 ,33,2020-02-23T19:44+00:00,cindy,deese,ballance,m,48,12/12/1968, 4344  63028  1  2 , 34  hotham  road  villa  8 ,gymea,2227.0,nsw,,cindy.ballance@mail.com,not-married,197,143,36,80,212,0,pneumonia,2016-02-22t09:11+00:00
e168919963,katherine,elizabeth,mccarl,f,14,7/10/2003, 3  Lincoln  Street ,Yarraville,3013.0,VIC, 03  9990  9317 ,dthnkffgii@gmail.com,senior-secondary-school,casual-worker,0.0, 7548  5010  8893  8360 ,2,2017-08-14T19:42+00:00,katherine,,mccarl,f,9,07/10/2003, 1468  57248  2  3 , 3  leisure  drive  st  martha's  hostel , banora  point ,2486.0,nsw,,dthnkffgii.gmail.com,,154,36,15,73,184,0,insomnia,2015-06-10t10:37+00:00
i115827629,peter,,vangorder,m,59,11/12/1957, 134  Princes  Highway ,Corrimal,2518.0,NSW, 02  5151  0333 ,,bachelor-degree,ict-professional,149610.0, 6945  4623  9597  0900 ,44,2016-03-20T19:53+00:00,peter,lawrence,vangorder,m,60,11/12/1957, 9566  49520  1  2 , 9  cavenagh  street  national  mutual  centre ,darwin,,nt, 08  5102  9011 ,vangorder.peter@mail.com.au,married-de-facto,177,70,22,72,161,0,pain:-left-thumb,2017-08-04t08:32+00:00
a116334585,bert,coy,gibson,f,74,11/9/1943, 54  Buderim  Avenue ,Mooloolaba,4557.0,QLD, 07  7354  2491 ,jrmjbbfhfh@hotmail.com,certificate-iii,re-tired,, 9362  4350  7032  0779 ,45,2016-01-09T19:28+00:00,bert,coy,gibson,f,73,11/09/1943, 2947  29550  1  2 , 148  mark  road  little  mountain  home  park ,caloundra,4551.0,qld,,jrmjbbfhfh@hotmail.com,not-married,187,74,21,70,135,0,worsening-hypertension,2016-10-04t08:54+00:00
