ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email,calculated_bmi
i135191124,43, 8580  77981  2  1 ,married,187,-99,38,74,180,0,headache,2016-02-20t04:37+00:00,47,certificate-iv,other-technician,88026.85982230416, 8775  2204  6640  2780 ,28,2020-03-08t12:41+00:00,rec-2653,tyler,gerald,call,m,27/11/1973, 664  old  princes  highway  clyde  farm ,narooma,2546.0,nsw, 03  0895  2435 ,call77@mail.com,-28.310789556464293
c141543241,21, 5611  31893  2  2 ,not-married,193,-99,17,71,194,1,hypercholesterolemia,2015-04-18t12:39+00:00,26,diploma,ict-technician,-9999.0, 8083  5893  8995  9809 ,3,2016-06-18t16:21+00:00,rec-94875,andrew,luis,negron,f,30/01/1994, 464  boundary  road  goldridge ,marrar,2652.0,nsw, 02  1591  3094 ,negron.andrew@gmail.com,-26.577894708582782
e128097978,21, 9514  54957  1  3 ,married,176,-99,26,72,97,0,chalazeon,2017-01-07t21:49+00:00,24,certificate-iv,automotive-worker,72684.0, 6709  9775  7545  1925 ,5,2020-01-08t10:05+00:00,rec-80906,henry,allen,bolden,f,24/12/1996, 2  museum  drive  old  timers , alice  springs ,870.0,nt, 08  3384  1531 ,henry97@mail.com.au,-31.960227272727273
g178829296,19, 6143  22358  2  3 ,married-de-facto,182,-99,33,70,122,0,hospitalization-for-weakness,2014-11-19t21:37+00:00,25,graduate-certificate,education-professional,148346.0, 5410  4192  9183  4723 ,6,2020-06-01t02:56+00:00,rec-46383,phillip,c,mcadoo,m,31/01/1995, 89  beach  street  apt  301 , port  melbourne ,3207.0,vic, 03  6289  4682 ,,-29.887694722859557
c107876344,15, 1859  98080  2  2 ,married,169,-99,27,77,288,0,wandering,2016-05-25t06:27+00:00,19,certificate-i,other-clerical-worker,49681.0, 6687  6109  3228  2577 ,0,2020-05-17t01:01+00:00,rec-31951,noah,swindell,sargent,m,22/04/2001, 1  carcoar  street  studleigh , spring  hill ,2800.0,nsw, 02  8299  8208 ,sargent96@mail.com.au,-34.6626518679318
a151572730,28, 5310  59024  1  1 ,married,170,-99,40,77,145,0,pacemaker-insertion,2019-05-02t23:36+00:00,29,bachelor-degree,education-professional,98008.0, 7824  2013  4268  0111 ,9,2019-02-01t23:36+00:00,rec-77705,howard,stephan,kamitsuka,f,10/07/1991, 9  dwyer  street  mt  carmel  village ,rutherford,2320.0,nsw, 02  5758  2494 ,howard36@mail.com,-34.256055363321806
c188289588,11, 7243  38773  1  2 ,married,154,-99,18,76,124,0,back-pain,2018-01-25t17:54+00:00,13,secondary-school,,0.0,,0,2020-06-15t20:40+00:00,rec-93330,brian,devon,raynor,f,21/02/2007, 1  milikapiti  street  snake  bay , melville  island ,822.0,nt, 08  2874  7647 ,qoleipfchf@yahoo.com,-41.74397031539889
h109601756,39, 9860  85755  1  2 ,not-married,195,-99,19,73,166,0,dizziness,2017-06-10t21:40+00:00,42,certificate-iv,automotive-worker,82761.0, 6064  7807  3334  2605 ,23,2020-07-20t23:51+00:00,rec-49545,victor,glenn,brickhouse,m,18/12/1978, 50  bolton  street  newcastle  vein  clinic ,newcastle,2300.0,nsw, 02  5162  1055 ,brickhouse17@mail.com,-26.035502958579883
b176263098,60, 1919  19632  2  2 ,married,179,-99,34,78,200,0,cellulitis,2013-10-27t24:19+00:00,67,certificate-iii,ict-technician,84212.3306368021, 3430  9702  0377  1243 ,48,2020-06-07t23:07+00:00,rec-91349,kyle,anthony,witherington,m,21/02/1953, 167  lorraine  avenue  berkeley  vlge , berkeley  vale ,2261.0,nsw, 02  1424  2076 ,witherington27@mail.com.au,-30.8979120501857
b130959294,14, 7338  49831  1  3 ,married-de-facto,155,-99,21,74,56,1,muscloskeletal-pain,2012-03-19t18:04+00:00,22,diploma,engineering-worker,57062.0, 4658  3289  7306  1900 ,3,2020-06-07t23:33+00:00,rec-3542,virginia,kathryn,ford,m,14/08/1998, 24  dunmore  terrace  coronation  towers ,auchenflower,4066.0,qld,,bngtpqokga@mail.com,-41.207075962539015
i160123726,51, 8772  94523  2  2 ,married,191,-99,17,74,127,0,diarrhea,2017-06-09t13:41+00:00,55,certificate-i,secretary,32934.0, 2414  0161  9889  9508 ,35,2019-08-15t19:21+00:00,rec-2132,flora,webb,horton,m,02/12/1965, 81  smith  street  aant  house ,darwin,800.0,nt, 08  6776  1458 ,gjlsjijqed.mail.com.au,-27.137413996326856
i144394638,47, 1529  62785  1  2 ,married,179,-99,27,73,213,0,depressed-mood,2014-08-11t11:54+00:00,53,certificate-iv,automotive-worker,95752.0, 1082  6004  8310  7317 ,34,2020-03-19t05:44+00:00,rec-20599,jonathan,maurice,miller,m,17/05/1967, 165  willow  tree  road  brindley  park ,merriwa,2329.0,nsw, 02  6312  5668 ,miller71@aol.com,-30.8979120501857
a198018402,13, 1042  10468  1  3 ,married,145,-99,22,70,185,0,hospitalization-for-weakness,2018-06-11t20:23+00:00,15,secondary-school,,-9999.0,,0,2020-05-09t13:32+00:00,rec-38149,michelle,jackson,watson,f,30/09/2005, 10  rowethorpe  court  court  units ,bentley,6102.0,wa, 08  0616  9555 ,watson.michelle@gmail.com,-47.08680142687277
b179495722,44, 2151  32010  1  2 ,not-married,179,-99,35,79,93,1,headache,2020-01-07t15:22+00:00,44,bachelor-degree,health-professional,87746.0, 4696  6872  8739  8792 ,25,2020-04-27t01:46+00:00,rec-74873,james,andrew,o'neal,m,28/10/1976, 545  duramana  road  allenanne ,duramana,2795.0,nsw, 02  4413  8501 ,o'neal18@aol.com,-30.8979120501857
i138695219,55, 2015  70622  2  1 ,married,194,-99,17,67,146,1,diarrhea-due-to-food,2013-11-15t15:17+00:00,62,certificate-iv,other-technician,90054.0, 2355  8474  0013  7598 ,43,2020-06-12t13:48+00:00,rec-82543,jonathan,lawson,geary,f,10/03/1958, 119  mckebery  street  coleraine  hospital ,coleraine,3315.0,vic, 02  3024  5108 ,geary34@yahoo.com,-26.304601976830696
b152473813,32, 5705  43549  2  1 ,not-married,183,-99,25,82,222,0,brain-hemorrhage,2017-06-10t09:04+00:00,38,certificate-iii,other-technician,91486.5261266602, 3564  7138  9491  7501 ,18,2019-09-20t22:31+00:00,rec-38620,elyse,danelle,jaimes,f,17/02/1982, 10  lowan  street  soil  lab  flat ,goolgowi,2652.0,nsw, 02  2177  0806 ,jaimes.elyse@mail.com,-29.56194571351787
f134551648,66, 2504  89361  1  2 ,married-de-facto,197,-99,21,70,216,0,headache,2019-02-04t21:18+00:00,67,masters-degree,health-professional,128066.0, 3666  1472  7065  0761 ,44,2016-10-15t21:55+00:00,rec-58974,julie,ersell,hamilton,m,24/03/1953, 93  birch  road  adeline  village ,wyoming,2250.0,nsw, 02  1590  5781 ,hamilton.julie@aol.com,-25.509546754618775
c109157236,17, 4347  68165  2  3 ,married,176,-99,23,72,215,0,fall,2018-10-01t06:08+00:00,19,certificate-ii,automotive-worker,87823.0, 8055  2132  5898  3097 ,0,2020-01-12t15:40+00:00,rec-47805,kenny,dorne,mcbee,m,29/05/2001, 8  gillies  (north)  street  qn  elizbth  house ,wendouree,3355.0,vic, 03  3790  2180 ,fhbahkebtj@yahoo.com,-31.960227272727273
g149608347,8, 9151  55817  1  2 ,married,139,-99,11,70,131,0,cholecystitis,2014-07-15t19:22+00:00,14,secondary-school,,0.0,,0,2020-06-21t13:39+00:00,rec-34070,luther,lewis,hayes,f,20/06/2006, 25  taylor  street  green  desert ,keith,5267.0,sa, 08  9399  4282 ,hayes54@gmail.com,-51.23958387247038
i149308342,52, 7384  65368  1  1 ,married,167,-99,45,80,151,0,ankle-swelling,2019-10-18t02:23+00:00,53,certificate-i,other-service-worker,70908.0, 0535  7915  0670  2894 ,31,2017-07-08t10:10+00:00,rec-86702,michael,david,dziedzic,m,09/08/1967, 258  spring  street  yukana  retirement  village ,toowoomba,4350.0,qld, 07  4579  8978 ,michael.dziedzic@mail.com.au,-35.49786654236437
g147440017,56, 2941  21992  1  1 ,married-de-facto,168,-99,19,78,221,0,fall,2016-08-03t03:12+00:00,60,certificate-ii,personal-services-worker,35912.0, 8982  2336  3194  7335 ,41,2020-07-09t03:06+00:00,rec-10908,korey,javier,ramseur,m,08/02/1960, 5  upward  street  flecker  hse ,cairns,4870.0,qld, 07  5970  0389 ,korey.ramseur@aol.com,-35.0765306122449
a131758059,12, 3612  90964  1  3 ,married,132,-99,36,74,165,0,imbalanced-gait,2020-06-05t06:26+00:00,12,secondary-school,,-9999.0,,0,2020-04-17t19:05+00:00,rec-13412,shiloh,august,bunyard,m,11/12/2008, 24  ron  penhaligon  way  emerald  lagoon ,robina,4226.0,qld, 07  4020  1539 ,bunyard.shiloh@gmail.com,-56.81818181818181
b138381598,23, 5289  53724  1  3 ,divorced,168,-99,20,73,199,0,myocardial-infarction,2014-03-25t04:44+00:00,29,advance-diploma,ict-professional,98594.0, 5437  1508  1926  6277 ,9,2019-05-15t03:29+00:00,rec-15759,margaret,alexis,lee,f,19/11/1991, 362  high  street  cent  city  caravan  park , golden  square ,3555.0,vic, 03  5185  4793 ,margaret.lee@mail.com.au,-35.0765306122449
h140468523,32, 2339  68621  2  2 ,married,191,-99,29,75,95,0,weakness,2015-01-14t24:43+00:00,37,bachelor-degree,other-technician,95181.3339091764, 6397  3699  4106  7586 ,13,2015-01-05t07:22+00:00,rec-85065,william,fu,crittenton,f,06/02/1983, 18  claydon  street  blunda ,chinchilla,4413.0,qld, 07  5280  8341 ,william73@mail.com.au,-27.137413996326856
d137096320,57, 8358  71437  2  1 ,married,188,-99,31,80,145,0,urinary-frequency,2011-09-12t15:34+00:00,66,doctoral-degree,manager,196529.0, 1269  6252  3299  8694 ,47,2020-01-25t04:52+00:00,rec-6495,manuel,joseph,irvin,m,18/11/1954, 7  ballah  street  paradise  centre , surfers  paradise ,4217.0,qld, 07  8163  4611 ,manuel.irvin@aol.com,-28.010411951109102
e123745711,8, 3294  28891  1  2 ,married,129,-99,21,75,190,0,occasionally-gets-heartburn,2020-07-25t15:19+00:00,8,primary-school,,0.0,,0,2020-02-25t11:32+00:00,rec-97814,jason,archibald,shuler,f,20/11/2012, 885  ruthven  street  nubeena  village ,toowoomba,4350.0,qld, 07  4705  7035 ,jason87@gmail.com,-59.49161709031909
a154185546,29, 2049  60463  1  2 ,married,177,-99,38,74,193,0,urinary-discomfort,2019-09-07t22:18+00:00,30,bachelor-degree,ict-professional,144409.0, 4833  2962  0144  2902 ,11,2020-01-27t08:02+00:00,rec-82183,jeffrey,thomas,burton,f,02/06/1990, 2  phoenix  road  the  meadows , black  hill ,2322.0,nsw, 02  8769  5437 ,burton99@aol.com,-31.600114909508758
a128257770,32, 1454  18688  2  2 ,married,167,-99,28,72,148,0,tremor,2016-05-21t21:09+00:00,36,certificate-i,other-clerical-worker,36598.0, 4598  8780  1690  1641 ,15,2018-12-20t17:11+00:00,rec-49979,jaafar,scott,bush,m,22/06/1984, 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  7744  7763 ,peqdgadmgs@mail.com,-35.49786654236437
e100294615,26, 2185  98653  2  2 ,married,171,-99,49,79,229,0,pulmonary-embolism,2015-01-22t10:08+00:00,31,secondary-school,farm-worker,15754.0, 3979  7556  8263  5185 ,10,2018-01-21t10:48+00:00,rec-15468,rebecca,costner,helms,f,07/04/1989, 1  bentons  road  dellaway  park ,moorooduc,3933.0,vic, 03  2344  3280 ,rebecca75@gmail.com,-33.856571252693136
e100294615,26, 2185  98653  2  2 ,married,171,-99,49,79,229,0,pulmonary-embolism,2015-01-22t10:08+00:00,28,secondary-school,farm-worker,15754.0, 3979  7556  8263  5185 ,10,2015-07-23T14:31+00:00,rec-15468,rebecca,costner,helms,f,07/04/1989, 1  bentons  road  dellaway  park ,moorooduc,3933.0,vic, 03  2344  3280 ,rebecca75@gmail.com,-33.856571252693136
a114338729,42, 7327  92287  1  1 ,married,176,-99,44,72,268,0,drowsiness,2014-01-21t05:33+00:00,48,senior-secondary-school,taxi-driver,-9999.0, 1578  4569  4285  8535 ,29,2020-04-26t08:05+00:00,rec-70290,jason,anthony,shaw,f,21/09/1972, 642  tucks  road  whistlewood ,shoreham,3916.0,vic,,jason.shaw@mail.com.au,-31.960227272727273
a109754793,11, 3947  24488  1  3 ,separated,132,-99,20,72,168,0,dizziness,2012-03-22t14:47+00:00,19,certificate-ii,health-support-worker,72994.0, 0950  4596  6076  9671 ,0,2020-05-02t22:59+00:00,rec-36611,john,e,mclean,m,17/09/2001, 70  hansford  road  emerald  garden ,coombabah,4216.0,qld, 07  9072  8045 ,john23@mail.com,-56.81818181818181
a109754793,11, 3947  24488  1  3 ,separated,132,-99,20,72,168,0,dizziness,2012-03-22t14:47+00:00,19,certificate-ii,health-support-worker,-9999.0, 0950  4596  6076  9671 ,0,2020-01-18T14:14+00:00,rec-36611,john,e,mclean,m,17/09/2001, 70  hansford  road  emerald  garden ,coombabah,4216.0,qld, 07  9072  8045 ,john23@mail.com,-56.81818181818181
i177746593,12, 9844  28295  2  3 ,not-married,159,-99,15,76,168,0,basal-cell-carcinoma---skin-leasion-to-left-aspect-of-forehead,2016-12-07t24:19+00:00,16,senior-secondary-school,casual-worker,-853.7234003087306, 5335  3825  2064  9499 ,3,2020-06-17t16:15+00:00,rec-85645,giles,edward,lowe,f,29/07/2004, 105  lowmead  road  baanbooran ,lowmead,4676.0,qld, 08  3775  6970 ,adbfoafnse@mail.com.au,-39.15984336062655
a165687376,51, 7387  51499  1  1 ,married-de-facto,194,-99,33,69,160,0,sense-of-dusequilibrium,2016-03-06t22:15+00:00,55,advance-diploma,art-media-professional,93356.0, 7242  9723  4824  7245 ,36,2020-02-25t09:59+00:00,rec-42340,donovan,francis,leeds,m,04/10/1965, 57  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  8966  1282 ,leeds92@mail.com,-26.304601976830696
a148004288,40, 7019  60699  2  1 ,widowed,197,-99,14,70,146,0,cough-and-excessive-oral-secretions-secondary-to-bronchitis,2014-01-25t24:01+00:00,46,certificate-iv,engineering-worker,92574.0, 4956  0050  5605  2541 ,27,2020-05-10t08:51+00:00,rec-56862,john,anthony,cullitan,m,19/11/1974, 123  nerang  street  pacific  private  hospital ,southport,4215.0,qld, 08  3457  0298 ,djecpdpmqf@aol.com,-25.509546754618775
b111506531,14, 7870  96275  1  3 ,not-married,156,-99,21,84,269,0,upper-gastrointestinal-endoscopy,2017-11-20t22:29+00:00,17,senior-secondary-school,casual-worker,0.0, 9184  6537  6005  6467 ,2,2020-05-14t22:05+00:00,rec-21660,eric,elden,dunham,m,13/02/2003, 1999  caves  road  east  longhurst ,hampton,2790.0,nsw, 02  9729  0699 ,dunham61@mail.com.au,-40.68047337278106
h169421356,41, 7433  80982  1  1 ,not-married,177,-99,31,75,163,0,insomnia,2017-07-18t13:07+00:00,44,certificate-iv,other-technician,-9999.0, 6753  3764  3161  3233 ,23,2018-12-25t24:02+00:00,rec-65091,angela,j,herbin,f,03/03/1976, 125  santa  cruz  boulevard  rhode  island , clear  island  waters ,4226.0,qld, 07  0456  3590 ,herbin34@hotmail.com,-31.600114909508758
g197364403,29, 5555  83226  2  1 ,not-married,191,-99,27,70,157,0,right-leg-ulceration,2015-02-01t13:33+00:00,34,advance-diploma,art-media-professional,145282.0, 1300  3842  3450  2862 ,12,2017-09-10t15:06+00:00,rec-21825,stephen,harrison,mcdowell,m,16/06/1986, 13  cavenagh  street  carpentaria  house ,darwin,800.0,nt, 08  6410  9807 ,mcdowell21@aol.com,-27.137413996326856
d167165124,22, 1855  44041  2  3 ,married,171,-99,34,79,174,0,headaches,2015-02-15t23:18+00:00,29,graduate-certificate,health-professional,139578.0, 0478  5876  9104  3892 ,9,2019-07-21t10:48+00:00,rec-45084,buddie,decourtney,davis,m,12/04/1991, 40  parap  road  finance  house ,darwin,800.0,nt, 02  4516  6896 ,buddie64@gmail.com,-33.856571252693136
c146096880,53, 6042  93583  1  2 ,married,190,-99,26,70,235,0,arthritis--back,2014-01-19t12:37+00:00,59,diploma,ict-technician,98221.0, 4460  4270  9720  6708 ,40,2020-07-05t11:45+00:00,rec-1099,kathryn,lane,fulton,f,07/08/1961, 139  highett  street  flt  72 ,richmond,3121.0,vic, 07  0386  7372 ,kathryn49@hotmail.com,-27.423822714681442
b169204537,14, 6667  90013  1  3 ,married,164,-99,17,70,224,0,increased-drowsiness,2013-07-06t08:06+00:00,21,certificate-iv,ict-technician,98092.0, 0872  8344  8144  9809 ,2,2020-07-03t16:39+00:00,rec-89444,nathan,johnathon,locklear,f,07/06/1999, 29  cavenagh  street  chin  arcade ,darwin,800.0,nt, 02  8608  2654 ,locklear.nathan@mail.com.au,-36.808447352766215
f180374056,23, 8104  43076  2  3 ,married,184,-99,36,68,161,0,bruise-@-lp-site,2013-05-05t07:15+00:00,30,certificate-i,clerical-worker,40902.0, 5454  2614  1099  1239 ,10,2019-11-12t10:02+00:00,rec-59635,megan,risser,davis,f,27/05/1990, 484  duncan  road  ningana ,dunoon,2480.0,nsw, 03  6660  8879 ,megan1@aol.com,-29.24149338374291
h100232882,46, 5847  57878  2  2 ,married,183,-99,44,71,207,0,fall,2011-06-21t22:13+00:00,55,advance-diploma,legal-professional,95810.0, 3183  6320  8684  3607 ,36,2020-06-21t14:37+00:00,rec-41526,jane,janelle,england,m,03/03/1965, 8  goodwin  street  mac  leay  tower , kangaroo  point ,4169.0,qld, 07  8432  8802 ,jane62@mail.com.au,-29.56194571351787
a122799637,34, 1319  71337  1  2 ,married-de-facto,182,-99,27,74,190,1,insomnia,2015-07-05t23:36+00:00,39,bachelor-degree,ict-technician,87332.0, 3923  3527  8645  4985 ,2,2002-10-22t19:34+00:00,rec-5118,james,lee,daulton,m,21/09/1981, 290  gillieston  road  laughalle  farm ,byrneside,3617.0,vic, 03  6522  5534 ,james16@yahoo.com,-29.887694722859557
i189453944,30, 6798  77766  1  1 ,married-de-facto,183,-99,37,77,149,1,coughing-duie-to-post-nasal-drip,2015-07-04t06:54+00:00,35,bachelor-degree,other-technician,108222.0, 6884  0384  5491  1681 ,15,2019-12-06t02:25+00:00,rec-57120,katie,,siatis,f,30/11/1985, 145  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa,,katie.siatis@yahoo.com,-29.56194571351787
i143918502,58, 9083  24359  2  1 ,married-de-facto,166,-99,51,79,186,1,common-cold,2016-02-01t22:19+00:00,62,senior-secondary-school,taxi-driver,15830.0, 4078  6849  4558  5697 ,37,2014-06-21t10:43+00:00,rec-26205,elbert,ray,foster,m,27/12/1958, 104  crown  street  heard  mcewan  lawyers  building ,wollongong,2500.0,nsw, 02  2860  9088 ,elbert.foster@mail.com,-35.9268398896792
f134640313,9, 2910  14580  1  3 ,married,141,-99,19,69,66,0,cholelithiasis,2018-02-14t20:59+00:00,11,primary-school,,-9999.0,,0,2020-04-16t08:48+00:00,rec-94655,sherman,michael,thompson,f,01/09/2009, 1  marion  bay  road  daly  subdivision ,dunalley,7177.0,tas, 03  7310  5703 ,thompson.sherman@yahoo.com,-49.79628791308285
a177812372,51, 2110  19721  1  2 ,married,196,-99,25,71,124,0,nausea,2015-10-06t19:05+00:00,56,diploma,other-worker,-9999.0, 0611  5424  1926  6273 ,34,2017-11-05t16:13+00:00,rec-68038,christopher,edward,merritt,f,14/04/1964, 69  molonglo  river  drive  stoney  creek  street ,queanbeyan,2620.0,nsw, 02  0143  3441 ,christopher.merritt@aol.com,-25.770512286547273
d188132335,62, 1345  60379  1  1 ,not-married,198,-99,16,78,228,1,left-nipple-itching,2014-04-13t24:32+00:00,68,masters-degree,art-media-professional,89474.0, 1752  2371  8602  5367 ,40,2011-09-19t14:26+00:00,rec-88493,alan,norris,mostiller,m,18/05/1952, 1  roberts  road  bynde  haven , dundee  beach ,840.0,nt, 08  0895  9195 ,aornfpgasl@mail.com,-25.252525252525253
d188132335,62, 1345  60379  1  1 ,not-married,198,-99,16,78,228,1,left-nipple-itching,2014-04-13t24:32+00:00,66,masters-degree,art-media-professional,89474.0, 1752  2371  8602  5367 ,40,2009-01-01T13:03+00:00,rec-88493,alan,norris,mostiller,m,18/05/1952, 1  roberts  road  bynde  haven , dundee  beach ,840.0,nt, 08  0895  9195 ,aornfpgasl@mail.com,-25.252525252525253
b143613795,36, 5431  71687  2  2 ,married,199,-99,16,80,196,0,urinary-frequency,2015-01-14t19:05+00:00,41,graduate-certificate,legal-professional,92150.5145648839, 1642  4368  7804  1816 ,22,2020-03-02t15:42+00:00,rec-24428,shaquasia,elizabeth,babb,f,17/07/1979, 89  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  9958  2029 ,acoqdbqndh@aol.com,-24.999368702810536
i131425198,9, 6936  82487  2  2 ,married,131,-99,21,67,249,0,shortness-of-breath,2016-08-14t15:56+00:00,13,secondary-school,,0.0,,0,2020-05-07t21:36+00:00,rec-25612,david,james,howard,m,16/10/2007, 1  captain  cook  drive  airsea  bldg , agnes  water ,4677.0,qld, 07  9008  5868 ,david10@mail.com,-57.68894586562554
e124403942,68, 7901  73721  2  1 ,not-married,173,-99,34,78,211,0,chest-pain,2017-07-12t06:49+00:00,71,bachelor-degree,other-technician,96057.0, 4517  7466  4149  8814 ,47,2015-10-15t19:13+00:00,rec-60370,lance,l,johnson,f,12/11/1949, 835  labertouche  (north)  road  pine  hill ,labertouche,3816.0,vic, 03  4536  1279 ,johnson89@aol.com,-33.07828527515119
e133472179,48, 3647  90870  2  1 ,married-de-facto,182,-99,36,77,161,0,shortness-of-breath-on-exertion,2016-01-22t19:43+00:00,52,certificate-iii,engineering-worker,-9999.0, 3769  3271  5812  3682 ,31,2018-12-16t03:47+00:00,rec-71199,cecil,benard,henley,f,14/07/1968, 222  waldron  road  able  tasman  village , chester  hill ,2162.0,nsw, 02  2973  7137 ,henley.cecil@hotmail.com,-29.887694722859557
c142339721,24, 6828  70754  2  2 ,married-de-facto,166,-99,50,73,145,0,kidney-stone,2019-06-13t12:17+00:00,27,senior-secondary-school,factory-worker,17795.04314506964, 3754  6147  9824  4184 ,3,2015-02-14t03:16+00:00,rec-946,tanya,taylor,streeter,m,12/10/1993, 469  st  kilda  road  park  central ,melbourne,3000.0,vic, 03  2103  4748 ,tanya19@mail.com.au,-35.9268398896792
c187318547,52, 8424  20524  2  2 ,married,171,-99,23,72,269,0,left-knee-injury,2013-10-01t24:46+00:00,59,graduate-diploma,ict-professional,123287.0, 5632  7884  8899  3967 ,37,2017-08-05t04:03+00:00,rec-57865,henry,scott,senak,m,03/10/1961, 51  main  street  the  bank  house ,derby,7264.0,tas, 03  0174  5212 ,npdstmtrde@gmail.com,-33.856571252693136
c146885369,36, 5884  19310  2  2 ,not-married,172,-99,32,76,167,0,urinary-frequency,2018-02-10t17:32+00:00,40,certificate-iii,automotive-worker,65034.29666892673, 0085  7790  8042  4035 ,16,2015-03-18t04:13+00:00,rec-29833,peter,lee,keshen-goldberg,m,19/10/1980, 250  baltimore  parade  karri  lodge ,merriwa,6030.0,wa, 08  7117  0433 ,peter.keshen-goldberg.yahoo.com,-33.46403461330449
