ssn,age_at_consultation,medicare_number,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp,current_age,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id,first_name,middle_name,last_name,gender,birth_date,street_address,suburb,postcode,state,phone,email
d172956153,12, 4367  25034  2  3 ,not-married,138,64,33,69,100,0,constipation,2015-09-25t21:27+00:00,17,senior-secondary-school,casual-worker,-3011.746506829464, 1515  2512  4973  2036 ,2,2020-05-14t20:20+00:00,rec-51444,malinda,ann,kenon,f,03/04/2003, 15  haebich  lane  heysen  village ,hahndorf,5245.0,sa, 08  9192  9270 ,kenon.malinda@mail.com.au
i189682370,8, 1685  62560  2  3 ,married,123,35,23,85,282,0,constipation,2020-07-04t08:01+00:00,8,primary-school,,0.0,,0,2020-05-08t05:34+00:00,rec-74733,timothy,kreis,khang,f,20/11/2012, 35  ruby  street  villa  8 , burwood  east ,3151.0,vic, 03  7788  2069 ,khang.timothy@aol.com
h106024558,8, 9853  22899  1  2 ,married,117,35,25,76,123,0,left-shoulder-pain,2020-06-22t21:46+00:00,8,primary-school,,-3853.299852855816,,0,2020-02-24t08:37+00:00,rec-3544,vondia,ann,michels,f,10/10/2012, 1  greendale  road  coomara  park ,wallacia,2745.0,nsw, 02  4255  8821 ,sghhihlbrh@mail.com
d151398192,11, 6589  33309  2  3 ,not-married,134,47,26,76,239,0,dizziness,2014-11-05t10:56+00:00,17,senior-secondary-school,casual-worker,0.0, 3717  8380  2215  5426 ,2,2020-02-05t23:02+00:00,rec-48752,joshua,louis,hudson,m,09/01/2003, 20  cypress  avenue  surfers  mayfair , surfers  paradise ,4217.0,qld, 07  3285  1796 ,joshua6@mail.com
i106216135,5, 7817  57389  1  3 ,married,102,19,18,74,145,0,nodule-on-right-lung,2011-04-06t18:24+00:00,14,secondary-school,,0.0,,0,2020-05-05t08:32+00:00,rec-21161,jacqueline,ann,wallace,f,02/05/2006, 9  tullamore  road  tullamore  heights  estate ,tamworth,4215.0,nsw, 07  7116  7995 ,jacqueline56@hotmail.com
d167298408,11, 8440  49226  2  3 ,not-married,146,61,28,77,172,0,depressed-mood,2016-02-05t15:01+00:00,16,senior-secondary-school,casual-worker,0.0, 5922  4145  7930  2693 ,3,2020-07-02t06:14+00:00,rec-7355,priscilla,lou,freeman,m,19/01/2004, 6  charlmay  street  milla-lee ,toowoomba,4350.0,qld, 07  6633  5734 ,freeman.priscilla.gmail.com
i100567725,29, 6738  77415  2  2 ,not-married,165,95,34,78,164,0,urinary-frequency,2016-04-22t10:44+00:00,29,graduate-certificate,art-media-professional,140793.0, 0502  6262  0444  5372 ,14,2016-11-15T15:46+00:00,rec-50711,casey,starleen,scott,f,18/01/1987, 134  point  cartwright  drive  coast  chiropractic  kawana ,buddina,4575.0,qld, 07  9301  5491 ,scott56@yahoo.com
g195818015,16, 1122  66111  2  2 ,not-married,160,-99,33,82,129,0,dehydration,2016-10-14t13:51+00:00,17,senior-secondary-school,other-clerical-worker,33673.0, 5907  6052  5341  8339 ,1,2017-07-27T05:15+00:00,rec-62649,petra,turner,lewis,f,08/11/2000, 89  yallambee  avenue  rsl  leisure  living  vlge , gosford  west ,2250.0,nsw, 02  7224  5260 ,petra55@yahoo.com
g116091758,15, 6179  45189  2  3 ,not-married,160,84,32,78,151,0,melanoma-b-ears,2019-09-11t08:10+00:00,16,senior-secondary-school,casual-worker,0.0, 1602  0251  4152  0074 ,3,2020-07-07t06:26+00:00,rec-30470,jennifer,shantae,fodor,f,23/04/2004, 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  8170  9945 ,jennifer14@mail.com.au
f146448037,30, 6782  36203  1  2 ,married,171,100,34,71,90,0,prolapsed-uterus,2013-04-25t02:39+00:00,34,secondary-school,machinary-driver,12052.0, 6542  5496  9318  2574 ,18,2017-03-05T21:14+00:00,rec-54895,marcus,l,edmonds,m,07/05/1983, 180  barmaryee  road  stonecroft ,yeppoon,4703.0,qld, 07  3679  9885 ,marcus.edmonds@yahoo.com
a145812272,5, 1234  69986  2  2 ,married,105,17,15,76,56,0,hypertension,2014-07-01t07:49+00:00,11,primary-school,,0.0,,0,2020-03-01t05:03+00:00,rec-67232,leroy,richard,bennett,f,11/02/2009, 200  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486.0,nsw, 02  4938  8919 ,bennett83@yahoo.com
d195207068,10, 2603  52245  2  2 ,not-married,132,39,22,71,206,0,headache,2014-09-08t19:42+00:00,16,senior-secondary-school,casual-worker,0.0, 2314  9026  0387  3630 ,3,2020-02-13t20:21+00:00,rec-12094,rebecca,jean,sedlak,f,12/01/2004, 4  gladstone  street  paragon  mall ,fyshwick,2609.0,act, 02  1036  6360 ,rebecca12@mail.com.au
g194301063,15, 3881  70545  2  2 ,not-married,155,-99,24,76,159,0,constipation,2017-08-17t14:53+00:00,18,senior-secondary-school,casual-worker,1145.6996795343784, 4043  4319  0620  0985 ,1,2020-02-03t13:28+00:00,rec-78873,percy,franklin,carter,f,27/01/2002, 10  marina  avenue  villa  71 ,belair,5052.0,sa, 08  0861  3006 ,percy11@hotmail.com
a179463378,6, 9164  78943  2  2 ,married,129,25,15,72,183,0,disorientation-and-headache,2020-02-05t09:22+00:00,7,primary-school,,-9999.0,,0,2020-01-15t08:43+00:00,rec-6454,dominic,franklin,foust,m,23/04/2013, 12  marine  parade  seabank ,southport,4215.0,qld, 07  3515  5147 ,foust83@mail.com.au
a176423974,10, 2323  77832  1  2 ,married,127,37,22,79,196,0,vitamin-b12-deficiency,2016-05-04t17:06+00:00,14,secondary-school,,0.0,,0,2020-05-25t19:01+00:00,rec-63205,dugald,d,holobaugh,f,21/11/2006, 40  parap  road  finance  house ,darwin,800.0,nt, 08  1336  6855 ,holobaugh97@hotmail.com
b174084826,6, 3200  52122  1  3 ,married,117,26,18,77,304,0,emphysema,2020-05-17t04:27+00:00,6,primary-school,,0.0,,0,2020-04-04t21:54+00:00,rec-2885,hilton,alan,lamm,m,03/06/2014, 80  myers  street  st  john  of  god  hospital ,geelong,3220.0,vic, 03  0015  5930 ,ojgggbtiac@mail.com.au
e112565295,13, 7544  74694  1  3 ,married,151,74,32,75,152,0,dizziness-(loss-of-balance),2018-05-04t23:30+00:00,15,secondary-school,,0.0,,0,2020-06-27t18:10+00:00,rec-42187,robert,ross,harrison,m,26/02/2005, 2  export  drive  trade  development  zone ,berrimah,828.0,nt, 08  7890  1770 ,cfrdpmjspc@aol.com
c138194244,9, 8909  60224  2  3 ,married,125,37,23,69,272,0,left-hip-pain,2020-01-23t06:53+00:00,9,primary-school,,-9999.0,,0,2020-06-01t08:37+00:00,rec-94118,john,allen,caudill,f,08/06/2011, 29  cavenagh  street  chin  arcade ,darwin,800.0,nt, 08  6991  5607 ,john.caudill@aol.com
i128506503,7, 1471  38883  2  2 ,married,119,29,20,70,142,0,soreness-@-lumbar-puncture-site,2012-10-08t08:58+00:00,15,secondary-school,,7708.468866750902,,0,2020-05-17t04:01+00:00,rec-51774,kimberly,payne,gillespie,m,14/03/2005, 139  highett  street  flt  173 ,richmond,3121.0,vic, 03  9763  1800 ,kimberly2@mail.com
b189240760,13, 3102  53895  1  2 ,married,161,62,23,69,171,0,stomach-flu,2018-09-12t10:16+00:00,15,secondary-school,,0.0,,0,2020-05-20t24:49+00:00,rec-98367,joseph,dixon,king,m,18/03/2005, 21  riverside  drive  king  ash  bay ,borroloola,854.0,nt, 08  2001  2000 ,joseph87@gmail.com
g163481334,43, 8612  40765  1  2 ,married,169,76,26,71,187,0,drowsiness,2012-01-24t05:21+00:00,48,certificate-iii,ict-technician,120677.0, 1875  2094  5325  1881 ,32,2017-01-25T08:39+00:00,rec-89547,jerrayle,mitchell,adams,f,29/12/1969, 45  emmerton  park  bass  highway ,smithton,2104.0,tas, 03  0974  8670 ,fkmgaacjcm@mail.com.au
e110395422,10, 7546  34794  2  2 ,married,132,31,17,81,188,0,dry-mouth,2020-03-12t09:31+00:00,10,primary-school,,-36.42868011195424,,0,2020-02-11t18:26+00:00,rec-17728,andrea,l,lawson,f,04/10/2010, 84  contingent  street  tflgr ,trafalgar,3824.0,vic, 03  4510  1333 ,lawson25@yahoo.com
d183503329,10, 6570  97599  1  3 ,not-married,130,-99,26,71,122,0,fatigue,2014-10-14t11:19+00:00,16,senior-secondary-school,casual-worker,-9999.0, 4823  1420  3200  7752 ,3,2020-04-01t24:33+00:00,rec-7635,roger,george,kennedy,m,17/07/2004, 10  catchpole  street  cambridge  gardns ,macquarie,2614.0,act, 02  7824  7921 ,roger96@mail.com
a148156536,7, 2926  97665  1  3 ,married,117,34,24,71,133,0,drowsiness,2016-12-14t10:30+00:00,11,primary-school,,0.0,,0,2020-06-19t10:50+00:00,rec-16789,benjamin,junior,bittle,m,27/10/2009, 239  george  street  mlc  centre ,brisbane,4000.0,qld, 07  5321  2166 ,benjamin10@gmail.com
a148156536,7, 2926  97665  1  3 ,married,117,34,24,71,133,0,drowsiness,2016-12-14t10:30+00:00,8,primary-school,,0.0,,0,2017-09-08T07:48+00:00,rec-16789,benjamin,junior,bittle,m,27/10/2009, 239  george  street  mlc  centre ,brisbane,4000.0,qld, 07  5321  2166 ,benjamin10@gmail.com
b116000926,12, 5374  48721  2  2 ,not-married,149,55,24,70,238,0,musculoskeletal-pain,2014-01-24t11:04+00:00,18,senior-secondary-school,casual-worker,0.0, 7659  4080  0045  3296 ,1,2020-07-15t10:05+00:00,rec-48544,gerald,dwayne,roberts,m,12/02/2002, 27  ambrose  street  tabeel  lutheran  home ,laidley,4570.0,qld, 07  8957  2567 ,gerald.roberts@yahoo.com
h191746998,10, 5744  72792  2  3 ,married,125,37,23,79,118,0,l-knee-edema,2020-04-06t18:38+00:00,10,primary-school,,0.0,,0,2020-01-05t01:39+00:00,rec-50301,william,green,carnes,m,24/02/2010, 3955  kings  highway  broadlands ,bungendore,2621.0,nsw, 02  8020  3282 ,tkkrkodils@hotmail.com
d172988193,10, 8525  72936  2  3 ,not-married,146,52,24,75,194,0,ankle-swelling,2013-06-11t09:02+00:00,17,senior-secondary-school,casual-worker,0.0, 6601  6146  2079  9898 ,2,2020-02-10t19:39+00:00,rec-83368,james,jack,yaczko,f,21/10/2003, 320  gilston  road  melody  park ,nerang,4211.0,qld, 07  4364  1450 ,abtgfrdtan@gmail.com
c135537692,14, 8646  63064  1  3 ,married,150,74,32,72,147,0,pain-in-right-thigh-(muscle),2020-02-04t04:06+00:00,14,secondary-school,,0.0,,0,2020-03-22t08:43+00:00,rec-11373,alma,bennett,brown,f,27/10/2006, 280  north  street  st  andrew's  hospital ,toowoomba,4350.0,qld, 07  1751  7905 ,brown78.gmail.com
f116108862,12, 5449  63985  2  2 ,married,142,67,33,74,202,0,dry-mouth,2017-06-12t13:47+00:00,15,secondary-school,,0.0,,0,2020-07-01t21:42+00:00,rec-6707,brittany,leehall,garrison,f,04/02/2005, 2135  shields  (south)  street  royal  pines  resort ,ashmore,4214.0,qld, 07  0455  2135 ,droddfpipd@gmail.com
h190245480,12, 4777  67283  1  3 ,not-married,144,-99,23,76,146,1,constipation,2016-09-08t08:03+00:00,16,senior-secondary-school,casual-worker,-3346.6718053947498, 8057  2988  1946  0029 ,3,2020-02-12t06:27+00:00,rec-21351,felicia,black,bryson,f,11/07/2004, 284  scotts  flat  road  mowbray , scotts  flat ,4575.0,nsw, 02  2651  7022 ,enlqmdaacn@gmail.com
i108502542,7, 3457  46688  2  2 ,married,111,30,24,73,174,0,nausea,2016-12-09t08:03+00:00,11,primary-school,,0.0,,0,2020-01-06t17:42+00:00,rec-23806,cheryl,price,craig,f,30/01/2009, 49  linden  court  derwent  wtrs ,claremont,7011.0,tas, 03  9322  0999 ,craig.cheryl@aol.com
a127208788,26, 8722  59985  1  2 ,divorced,198,124,31,76,172,0,impetigo,2014-12-04t07:11+00:00,30,senior-secondary-school,construction-labourer,20470.17820967216, 5925  5499  3523  4981 ,13,2018-08-12T02:42+00:00,rec-66733,arthur,hall,clark,m,22/01/1988, 27  bridge  street  upstairs  flat ,uralla,2041.0,nsw, 02  9624  5265 ,clark.arthur@mail.com.au
d117807889,9, 1044  41251  2  2 ,married,136,42,22,75,178,0,depressed-mood-r/t-son's-divorce,2017-10-11t04:54+00:00,12,secondary-school,,8547.926241028303,,0,2020-05-27t02:43+00:00,rec-32665,russell,c,barnes,m,19/12/2008, 19  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  6170  4930 ,jkikebptob@gmail.com
d117807889,9, 1044  41251  2  2 ,married,136,42,22,75,178,0,depressed-mood-r/t-son's-divorce,2017-10-11t04:54+00:00,12,secondary-school,,0.0,,0,2020-05-27t02:43+00:00,rec-32665,russell,c,barnes,m,19/12/2008, 19  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  6170  4930 ,jkikebptob@gmail.com
d122131598,13, 7511  39726  1  2 ,married,152,49,21,72,172,0,squamous-cell-carcinoma,2020-07-04t24:52+00:00,13,secondary-school,,0.0,,0,2020-05-16t07:48+00:00,rec-85081,robert,james,roper,f,24/10/2007, 999  quandialla  road  kylsyth ,caragabal,2810.0,nsw, 02  6697  6988 ,roper.robert@mail.com.au
i118176736,7, 6260  24205  2  3 ,married,119,21,14,78,213,0,benign-prostate-hypertrophy,2020-07-21t03:49+00:00,7,primary-school,,-3304.1096413574214,,0,2020-07-02t18:43+00:00,rec-36526,danny,berlin,lemmons,m,13/11/2013, 209  domain  road  flt  7 , south  yarra ,3141.0,vic, 03  5175  1487 ,danny68@gmail.com
c163562407,16, 3869  16850  2  2 ,not-married,172,55,18,77,266,0,seizure,2018-09-16t23:27+00:00,18,senior-secondary-school,casual-worker,3971.041205298532, 4888  1618  2897  2427 ,1,2020-02-17t12:22+00:00,rec-81901,charles,jackson,giles,f,22/12/2002, 64  bullcreek  drive  air  force  memorial  est , bull  creek ,6149.0,wa, 08  3324  7753 ,charles34@mail.com.au
g185738278,8, 2437  94468  2  2 ,married,132,35,20,70,149,0,shortness-of-breath,2020-01-24t17:12+00:00,8,primary-school,,0.0,,0,2020-01-05t19:04+00:00,rec-57477,lajune,l,farragher-gnadt,m,17/04/2012, 1610  sofala  road  tandara ,peel,2795.0,nsw, 02  0068  9205 ,farragher-gnadt.lajune@mail.com
b173833783,8, 9955  12894  1  2 ,married,119,31,21,72,131,0,diarrhea,2020-04-12t09:04+00:00,8,primary-school,,-2642.1482575285063,,0,2020-01-07t13:45+00:00,rec-1114,timothy,herbert,mikus,m,10/09/2012, 398  scaysbrook  drive  brentwood  vlge ,kincumber,2251.0,nsw, 02  2067  9145 ,egnepchepl@yahoo.com
g183970987,12, 5578  32198  2  3 ,married,147,41,18,72,181,0,small-scotoma-in-l-eye,2018-07-27t23:31+00:00,14,secondary-school,,0.0,,0,2020-07-23t11:36+00:00,rec-81480,phillip,roger,sturdivant,f,29/05/2006, 898  putty  road  dargin's  farm , mount  thorley ,2330.0,nsw, 02  6523  8648 ,ethnlaimqc@hotmail.com
h165815178,4, 5935  48989  1  2 ,married,113,30,23,76,200,0,melanoma-insitu;-on-chest,2016-10-10t16:22+00:00,11,primary-school,,0.0,,0,2020-07-19t22:48+00:00,rec-21048,rockie,reshawn,hypes,m,24/05/2009, 102  stanley  street  t  &  g  bldg ,townsville,4810.0,qld, 07  7444  8243 ,hypes5.aol.com
g163576699,9, 1965  95033  2  2 ,married,132,38,21,71,176,0,left-leg-pain,2016-12-26t23:23+00:00,13,secondary-school,,-9999.0,,0,2020-05-07t08:02+00:00,rec-69937,charles,emerson,dyson,f,09/06/2007, 138  hildebrands  road  hopeview ,leitchville,3567.0,vic,,dyson.charles@mail.com.au
g163576699,9, 1965  95033  2  2 ,married,132,38,21,71,176,0,left-leg-pain,2016-12-26t23:23+00:00,13,secondary-school,,0.0,,0,2020-09-01T10:08+00:00,rec-69937,charles,emerson,dyson,f,09/06/2007, 138  hildebrands  road  hopeview ,leitchville,3567.0,vic, 03  0763  1426 ,dyson.charles@mail.com.au
g165872506,11, 6146  22852  1  2 ,not-married,140,64,32,86,143,0,blurred-vision,2015-08-12t14:36+00:00,16,senior-secondary-school,casual-worker,-3132.6995721018448, 3915  8007  6359  3769 ,3,2020-05-07t05:34+00:00,rec-32581,derick,thomas,harrington,m,15/04/2004, 10  reef  street  railway  cottage ,maldon,3463.0,vic, 03  1867  0813 ,bngkclcpef@aol.com
a163373777,8, 8160  42483  1  2 ,married,126,24,15,76,83,0,upper-respiratory-infection,2020-03-27t19:01+00:00,8,primary-school,,0.0,,0,2020-05-08t10:56+00:00,rec-44928,latrice,donielle,ginn,f,05/05/2012, 106  fassifern  street  ettalong  beach  vlge ,ettalong,2257.0,nsw, 02  7724  9178 ,ginn.latrice@yahoo.com
a165098550,8, 3714  41687  1  3 ,married,129,28,16,78,172,0,low-energy,2015-11-06t22:31+00:00,13,secondary-school,,0.0,,0,2020-07-25t07:27+00:00,rec-95350,moises,madison,horne,f,21/12/2007, 1  tucklan  road  olive  lodge ,birriwa,3142.0,nsw, 02  9137  7327 ,horne.moises@yahoo.com
c110472963,13, 5880  55886  2  3 ,not-married,155,77,32,77,178,0,low-energy,2016-04-07t16:08+00:00,17,senior-secondary-school,casual-worker,0.0, 7074  9328  3982  4762 ,2,2020-03-18t07:24+00:00,rec-52280,marc,gilliam,adams,m,12/03/2003, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  2073  1180 ,marc.adams@mail.com.au
h193650029,15, 2563  38359  1  2 ,married-de-facto,162,68,25,66,198,0,dizziness,2012-09-27t13:47+00:00,21,graduate-diploma,chief-executive,184485.0, 7154  3029  6046  8941 ,4,2018-07-24T22:41+00:00,rec-85640,joe,w,davenport,f,30/09/1997, 3  rowethorpe  court  court  units ,bentley,6102.0,wa, 08  2465  1194 ,joe.davenport@aol.com
b165105104,13, 6487  74614  1  2 ,not-married,164,67,24,80,103,0,depressed-mood,2017-11-22t01:31+00:00,16,senior-secondary-school,casual-worker,0.0, 2295  6312  4547  8219 ,3,2020-02-02t05:26+00:00,rec-56546,joshua,robert,mchone,m,20/10/2004, 250  baltimore  parade  raafa  estate ,merriwa,6030.0,wa, 08  6211  5770 ,mchone31@yahoo.com
h196910988,6, 8789  48166  2  2 ,married,106,-99,25,71,144,0,diarrhea,2020-04-14t21:34+00:00,6,primary-school,,-9999.0,,0,2020-04-26t03:53+00:00,rec-36632,charles,eugene,watson,f,04/08/2014, 3  rar  jordan  line  military  base ,holsworthy,2173.0,nsw, 02  2036  2836 ,watson.charles@gmail.com
h190029924,10, 7813  48248  2  2 ,married,140,53,27,72,165,0,urinary-tract-infections,2020-07-20t17:46+00:00,10,primary-school,,1293.1438026005835,,0,2020-02-04t16:14+00:00,rec-21567,marie,b,james,f,31/05/2010, 868  old  calder  highway  keilor  retirement  village ,keilor,3036.0,vic, 03  3520  0404 ,jiejejkgtd@mail.com.au
g185580706,16, 9207  90089  1  2 ,married,170,57,19,70,111,0,possible-food-poisoning,2017-12-15t11:02+00:00,16,bachelor-degree,ict-technician,137639.0, 6949  0728  7951  7019 ,0,2017-06-25T12:27+00:00,rec-7709,howard,erling,parrish,m,27/12/2001, 1258  richmond  road  jodannon ,richmond,3107.0,tas, 03  2675  2190 ,parrish.howard@hotmail.com
d154597180,9, 7027  84643  2  2 ,married,129,26,15,75,157,0,right-leg-cellulitis,2020-06-21t04:17+00:00,9,primary-school,,0.0,,0,2020-01-24t15:20+00:00,rec-36265,shirley,wilkerson,heath,f,10/09/2011, 47  mitchell  street  rcg  centre ,darwin,800.0,nt, 08  3789  5899 ,heath.shirley@hotmail.com
a154081852,5, 9517  28749  2  3 ,married,114,24,18,71,202,0,fall,2020-07-05t14:02+00:00,5,pre-school,,0.0,,0,2020-04-17t10:09+00:00,rec-89479,kelsy,eugene,bass,f,08/07/2015, 180  investigator  avenue  clola  vlge  street , tin  can  bay ,4580.0,qld, 07  4526  6609 ,bass.kelsy@yahoo.com
g150900976,54, 9381  17624  1  2 ,not-married,198,86,21,80,194,0,major-depression,2014-09-04t19:32+00:00,57,diploma,other-technician,126558.0, 1734  3242  3229  3064 ,41,2017-06-14T23:17+00:00,rec-46812,lois,m,francis,f,23/04/1960, 4  wiltja  court  hodgson  place ,pearce,2607.0,act, 02  2714  2258 ,francis84@mail.com.au
c148596415,19, 4108  32652  1  2 ,not-married,197,74,19,77,150,0,left-abdomenal-muscle-pain-due-to-strain.,2018-01-01t08:19+00:00,19,advance-diploma,ict-technician,104883.0, 0768  1992  7132  6894 ,2,2018-02-09T16:13+00:00,rec-4935,nicole,r,reilly,m,25/11/1999, 6  reilly  avenue  millers  home ,benalla,3672.0,vic, 03  5958  2519 ,moaksnjafh@mail.com.au
f164021713,12, 4064  63555  2  3 ,not-married,149,40,18,73,239,0,insomnia,2016-10-16t03:27+00:00,16,senior-secondary-school,casual-worker,0.0, 7317  6591  9813  2493 ,3,2020-02-21t01:45+00:00,rec-537,howard,erwin,lindsay,m,03/10/2004, 56  stanfield  drive  crompton  downs , old  beach ,7017.0,tas,,howard.lindsay@gmail.com
h171198962,12, 6170  40817  1  2 ,not-married,142,39,19,77,178,0,crying,2014-01-19t14:24+00:00,18,senior-secondary-school,casual-worker,0.0, 5134  0437  0158  0163 ,1,2020-04-05t06:39+00:00,rec-78448,carlos,david,roberts,f,15/02/2002, 4  muller  street  salamander  bay  vlge , salamander  bay ,2317.0,nsw, 02  5508  9856 ,
i103721778,40, 4423  95130  2  1 ,not-married,192,140,37,76,156,0,thinning-fingernails,2014-08-04t04:20+00:00,45,certificate-iii,ict-technician,88671.0, 4535  0044  3398  1032 ,30,2016-11-17T04:56+00:00,rec-63854,rebecca,m,fox,f,12/10/1971, 556  middle  road  top  camp ,maningrida,822.0,nt, 02  7594  5020 ,fox25@aol.com
g115541466,14, 5253  48426  2  2 ,not-married,173,55,18,73,87,0,mri-finding,2016-07-01t10:14+00:00,18,senior-secondary-school,casual-worker,0.0, 0427  9913  0519  7451 ,1,2020-06-25t13:26+00:00,rec-45742,patricia,julia,dellamea,f,28/11/2002, 1  new  england  highway  mcdougall  hill ,singleton,2330.0,nsw, 02  5128  8745 ,patricia.dellamea@hotmail.com
e157937901,14, 6754  99583  1  2 ,not-married,158,84,33,78,203,0,rheumatoid-arthritis,2018-06-24t23:57+00:00,17,senior-secondary-school,casual-worker,-9999.0, 8481  3102  5055  1193 ,2,2020-01-04t01:58+00:00,rec-24087,jean,ann,rodgers,f,14/08/2003, 47  mitchell  street  rcg  centre ,darwin,800.0,nt, 08  3599  9523 ,jean30.gmail.com
h194458528,13, 4393  37412  2  3 ,not-married,159,67,26,69,150,0,dizziness-worsened,2016-04-02t18:41+00:00,17,senior-secondary-school,casual-worker,1357.139734940136, 1315  9623  7863  6743 ,2,2020-02-05t14:18+00:00,rec-50624,richard,g,wubbenhorst,m,20/06/2003, 38  maloja  avenue  watermark  resort ,caloundra,4551.0,qld, 07  6556  4785 ,wubbenhorst44@hotmail.com
c129542380,44, 4748  32730  2  1 ,married-de-facto,189,145,40,75,130,0,low-energy,2015-01-18t23:31+00:00,47,diploma,construction-worker,74832.0, 0707  6982  7239  0866 ,30,2018-08-21T22:16+00:00,rec-40098,christiane,barbour,dawkins,f,06/08/1971, 2460  frankston-flinders  road  western  port  garde ,bittern,3918.0,vic, 03  2978  2389 ,christiane.dawkins@aol.com
c124030664,12, 6317  72112  2  3 ,not-married,156,68,27,73,226,1,back-pain---possible-dermal-hematoma-at-lumbar-puncture-site,2016-01-07t01:37+00:00,16,senior-secondary-school,casual-worker,0.0, 9686  7069  6655  6032 ,3,2020-06-24t16:11+00:00,rec-36549,jacorrius,ramon,vaughn,m,21/09/2004, 1199  ross  river  road  upper  ross  medical  centre ,rasmussen,4558.0,qld, 07  0581  8614 ,jacorrius.vaughn@hotmail.com
e171618523,14, 9774  67130  1  2 ,not-married,166,-99,24,74,155,0,depressed-mood,2018-04-24t07:08+00:00,16,senior-secondary-school,casual-worker,0.0, 9159  7245  2558  3273 ,3,2020-03-14t16:39+00:00,rec-65057,eloise,barber,pursell,f,08/04/2004, 1  beck  road  carlyle  garden ,condon,4815.0,qld, 07  4278  4530 ,eloise88@mail.com
